Cell_Index_Global	Cage_ID	Cell_Type	Median_intensity_FITC	Median_intensity_TRITC	Median_intensity_Cy5
16848	51_32	H_Ramos	374	900	12598
16849	50_32	M_B3Z	55824	1348	4558
16851	50_33	M_B3Z	63645	1350	4437
16853	50_33	M_B3Z	56856	1370	4538
16854		M_B3Z	35386	1208	4044
16855	50_33	M_B3Z	31635	1196	4063
16857		H_Ramos	522	1449	8438
16858	51_34	H_Ramos	368	915	15635
16859	50_34	Undetermined	502	1152	8624
16860	50_35	H_Ramos	484	1178	10225
16861	50_35	H_Ramos	537	1160	21028
16862	50_35	M_B3Z	65422	1278	3935
16863	51_36	M_B3Z	44785	1030	3358
16864	50_36	M_B3Z	33486	1254	3815
16865	51_36	M_B3Z	42969	1496	3323
16866	51_36	H_Ramos	317	763	11237
16867	50_36	H_Ramos	408	1005	10064
16868		Undetermined	392	1272	8122
16872	50_37	M_B3Z	65433	1447	3739
16873	50_37	M_B3Z	59060	1645	4094
16874	51_37	H_Ramos	441	972	11295
16875	50_37	M_B3Z	65351	1662	4111
16876		H_Ramos	512	1085	15591
16877	51_38	H_Ramos	450	972	13081
16878	50_38	H_Ramos	514	1220	20029
16879	50_38	M_B3Z	43662	1337	3902
16880		H_Ramos	561	1272	9209
16881	50_38	H_Ramos	514	1080	19435
16882	50_39	Undetermined	63319	1531	4042
16883	50_39	H_Ramos	477	1101	22285
16884	51_39	H_Ramos	410	851	13349
16885	51_39	M_B3Z	40766	914	2504
16886	50_39	M_B3Z	2611	1017	3308
16887	51_39	M_B3Z	7031	846	2916
16888	51_39	M_B3Z	25648	854	2657
16894		M_B3Z	42126	1416	4197
16896	51_40	H_Ramos	437	952	22467
16897	51_40	Undetermined	2376	901	3802
16898	51_40	Undetermined	3706	903	3763
16900	50_41	M_B3Z	10548	1303	4420
16901	51_41	H_Ramos	362	777	21870
16902	50_42	H_Ramos	363	840	20026
16903	50_42	M_B3Z	29103	1020	3549
16904	50_42	M_B3Z	35750	943	3340
16905	50_42	H_Ramos	362	778	14906
16910	50_43	H_Ramos	413	946	14754
16911	51_43	H_Ramos	346	758	16175
16912		M_B3Z	6290	1511	4578
16914	51_43	M_B3Z	46319	1029	3833
16915	50_44	Undetermined	447	15095	4157
16916		Undetermined	297	943	3379
16917	50_44	M_B3Z	56201	1072	3964
16918	51_44	H_Ramos	339	746	19156
16919	51_44	M_B3Z	2588	794	3205
16922	50_45	M_B3Z	15874	969	3779
16923	50_45	M_B3Z	63253	1378	4147
16924	50_45	H_Ramos	408	951	19526
16926	50_45	M_B3Z	52084	1232	4351
16927		M_B3Z	23283	1010	4291
16929	50_46	H_Ramos	460	1004	18859
16930		Undetermined	354	843	4123
16931	50_46	M_B3Z	37009	1123	4166
16932	51_46	H_Ramos	339	839	21035
16933	50_46	M_B3Z	31242	998	4115
16935	50_46	M_B3Z	54400	1212	4192
16936	50_47	M_B3Z	24702	1046	4011
16937	50_47	Undetermined	484	1102	8820
16940	50_48	M_B3Z	3952	1045	4391
16941	50_48	Undetermined	336	791	4098
16943	51_48	H_Ramos	355	865	16646
16945	51_49	H_Ramos	327	980	12896
16946		H_Ramos	391	931	16625
16947	50_49	M_B3Z	21342	1099	4287
16948	50_49	M_B3Z	49038	1333	4061
16949	50_50	M_B3Z	55426	1200	3676
16950	51_50	Undetermined	320	649	8842
16951	51_50	M_B3Z	49926	835	2838
16952	51_50	H_Ramos	240	545	8612
16959		M_B3Z	958	1034	3639
16960	50_50	M_B3Z	32702	1119	3761
16962	51_51	H_Ramos	324	768	12573
16963		H_Ramos	625	1263	10782
16964	50_51	Undetermined	425	937	3757
16966		M_B3Z	6636	1023	3823
16967	50_52	H_Ramos	466	943	23169
16969	51_52	H_Ramos	301	693	11508
16970		M_B3Z	43423	1003	2968
16971	50_53	H_Ramos	376	733	10130
16972	51_53	M_B3Z	19279	644	1724
16974		Undetermined	237	869	2405
16975		Undetermined	254	887	2535
16976		Undetermined	1020	2308	3636
16979	51_53	H_Ramos	393	807	14027
16980	50_53	M_B3Z	21142	1056	3382
16981	51_54	H_Ramos	359	770	14083
16982	51_54	M_B3Z	39286	1076	2930
16983		M_B3Z	39780	1238	3317
16984		H_Ramos	475	924	21155
16985		M_B3Z	27043	1249	3495
16987		H_Ramos	395	909	16116
16988	50_55	M_B3Z	30934	1095	3321
16989	51_55	M_B3Z	50163	1110	2824
16990	50_55	H_Ramos	395	850	17898
16996		H_Ramos	389	879	32982
16997		M_B3Z	57224	1043	3666
16998	51_56	M_B3Z	32719	1050	3001
16999	50_56	M_B3Z	33479	971	3576
17000		M_B3Z	38190	1243	3271
17001	50_57	M_B3Z	65434	1277	3602
17002		M_B3Z	6166	784	3204
17003	50_58	M_B3Z	24588	996	3184
17005	50_58	M_B3Z	35676	1041	3074
17010		M_B3Z	16186	945	2408
17012	50_59	Undetermined	427	1035	4760
17013		Undetermined	291	694	3256
17014	51_60	M_B3Z	33196	1081	3073
17015	51_60	M_B3Z	36466	980	3209
17017		M_B3Z	22842	1186	3285
17018		M_B3Z	3319	806	3489
17019		Undetermined	345	752	3416
17020	51_61	M_B3Z	9599	678	2139
17022	50_61	H_Ramos	379	857	21136
17023		H_Ramos	282	759	9013
17024	50_62	M_B3Z	10707	1753	4587
17027		Undetermined	366	1158	3396
17028	50_62	M_B3Z	44114	1134	3850
17029	51_62	H_Ramos	299	783	15600
17030	50_62	M_B3Z	8305	1171	3978
17032		H_Ramos	369	951	15393
17033	50_62	H_Ramos	410	933	17876
17034		M_B3Z	1300	972	3982
17035		Undetermined	359	840	3816
17036		M_B3Z	28499	1111	3786
17037	50_63	M_B3Z	34285	1046	3524
17039		M_B3Z	6939	817	3172
17040		M_B3Z	23658	934	3395
17041		M_B3Z	25152	972	3479
17045	50_64	Undetermined	371	817	8228
17047	51_64	M_B3Z	37732	1243	3084
17050		M_B3Z	18470	1232	4566
17051	50_66	M_B3Z	9234	1613	3597
17053	50_66	M_B3Z	29682	1422	3673
17055	50_66	H_Ramos	377	821	14910
17056		M_B3Z	49009	968	3443
17058	50_66	M_B3Z	21986	1232	2937
17063	50_67	H_Ramos	398	885	21621
17064	51_67	M_B3Z	2647	798	2796
17066	50_67	M_B3Z	30816	978	3545
17068	50_67	Undetermined	65432	1515	3667
17069	49_67	Undetermined	7464	1340	10166
17071		H_Ramos	400	808	24589
17073	51_69	Undetermined	225	567	5507
17078		M_B3Z	5599	1114	3786
17079	50_70	M_B3Z	40817	1074	3665
17081	51_70	M_B3Z	37870	935	3202
17082		H_Ramos	364	1109	8192
17083		M_B3Z	38111	1063	3808
17085	50_71	H_Ramos	398	871	24559
17088	50_71	H_Ramos	429	930	15840
17092	51_72	M_B3Z	28336	798	2232
17093		M_B3Z	9451	760	2992
17095	51_72	M_B3Z	25661	969	2674
17098	50_72	M_B3Z	42628	1148	3425
17099		Undetermined	325	882	3125
17100		M_B3Z	46360	970	3482
17101	49_73	M_B3Z	60231	1426	3275
17102	50_73	H_Ramos	410	889	18485
17103	49_73	M_B3Z	29307	1466	3113
17104		Undetermined	282	657	2926
17105		M_B3Z	4737	1078	3501
17106	50_74	H_Ramos	368	783	15409
17113	50_75	M_B3Z	44956	1362	3258
17115	50_75	M_B3Z	48956	1361	3331
17117		Undetermined	287	1134	2949
17118		M_B3Z	41154	968	3374
17119	50_76	M_B3Z	24770	857	3240
17120		M_B3Z	65434	1039	2828
17122		Undetermined	351	986	8537
17123		Undetermined	296	616	2715
17124		Undetermined	286	597	2589
17125	50_78	H_Ramos	360	775	20701
17126	50_78	M_B3Z	48520	1103	3187
17127		H_Ramos	393	816	29239
17128	50_79	H_Ramos	356	770	19554
17130		M_B3Z	47418	1127	3131
17131		H_Ramos	344	974	19413
17132		M_B3Z	1893	958	3122
17133	50_80	H_Ramos	348	708	11772
17134	50_80	M_B3Z	32287	952	2674
17142		M_B3Z	33093	1166	3293
17146	50_82	H_Ramos	374	829	8788
17150	50_82	H_Ramos	343	801	29804
17151	50_82	H_Ramos	369	822	21375
17152	50_82	M_B3Z	25177	1111	2877
17153	50_82	H_Ramos	338	700	19855
17154		H_Ramos	373	1051	10692
17155		Undetermined	328	710	2564
17156	50_83	M_B3Z	21298	862	2243
17164	50_84	H_Ramos	421	742	11468
17165	50_84	M_B3Z	10085	935	3104
17166	50_84	M_B3Z	22245	848	4050
17167		M_B3Z	37303	1060	3061
17168		Undetermined	328	671	2805
17170		Undetermined	459	972	4828
17171	50_85	M_B3Z	40037	1039	2580
17174		M_B3Z	15460	1253	3033
17177		Undetermined	298	606	2371
17178	50_86	M_B3Z	3406	790	2684
17179	50_86	M_B3Z	41243	948	2631
17180		M_B3Z	65433	1235	3046
17184	50_88	M_B3Z	32207	1289	2409
17185	50_88	M_B3Z	12768	887	2234
17186		M_B3Z	22700	913	2416
17191		Undetermined	346	637	2561
17194	50_89	M_B3Z	36310	1189	2897
17195		Undetermined	344	668	2657
17197	50_90	M_B3Z	29189	1117	2763
17198	50_90	M_B3Z	65349	1392	2646
17199		M_B3Z	16840	1120	3066
17200	49_91	M_B3Z	35737	1188	2910
17201	50_91	M_B3Z	40232	998	2228
17202	50_91	M_B3Z	51464	895	2097
17203	50_91	H_Ramos	328	580	10563
17208		H_Ramos	471	918	20555
17210		H_Ramos	508	789	20412
17211	50_92	H_Ramos	406	809	17154
17212	50_92	M_B3Z	3615	822	4535
17213		M_B3Z	37984	1141	2666
17214	50_93	M_B3Z	43267	1026	2442
17216		Undetermined	306	585	2138
17218	50_94	M_B3Z	24711	1016	2482
17219	50_94	M_B3Z	31562	1042	2573
17220		Undetermined	18316	1244	13679
17221		Undetermined	396	703	2815
17222		H_Ramos	4249	793	15804
17224	49_95	M_B3Z	47066	1419	2674
17225		Undetermined	2588	746	2930
17226		Undetermined	1610	720	2937
17228		M_B3Z	62026	1209	2973
17229	49_96	Undetermined	338	951	7899
17231		M_B3Z	20678	1062	3150
17232	50_97	Undetermined	427	867	5149
17233		M_B3Z	49942	1243	3110
17234		H_Ramos	668	1529	12207
17235		H_Ramos	380	754	25564
17236	50_98	H_Ramos	347	755	16871
17237	50_98	M_B3Z	65434	1621	3045
17238	49_98	H_Ramos	387	1147	8668
17239	49_98	H_Ramos	356	1059	22960
17240	50_99	M_B3Z	19719	760	2698
17242		Undetermined	395	930	8103
17243	49_100	Undetermined	407	46787	13171
17245	50_100	M_B3Z	37625	1034	2682
17246	50_101	M_B3Z	17568	1061	2496
17247	50_102	H_Ramos	336	756	12909
17251	49_102	M_B3Z	30184	1707	4310
17252	49_102	M_B3Z	53197	1746	4234
17253	49_103	M_B3Z	37033	2028	4778
17255	49_103	Undetermined	478	1850	13060
17256		H_Ramos	426	1516	20124
17257		Undetermined	381	1582	4655
17258		H_Ramos	403	1607	16860
17259		Undetermined	559	1907	7111
17260	50_104	M_B3Z	49460	1747	4911
17261	49_104	M_B3Z	62145	2078	4635
17262	49_104	M_B3Z	54728	2297	4648
17263	50_104	H_Ramos	376	1343	11625
17264	50_104	H_Ramos	425	1381	24235
17266		M_B3Z	8370	1361	4047
17272	50_105	M_B3Z	60504	1360	2885
17273	49_105	H_Ramos	403	1140	22020
17274	49_105	H_Ramos	394	1249	13654
17275	50_105	M_B3Z	31151	1208	2718
17277	49_105	M_B3Z	62717	1613	3220
17278	50_105	H_Ramos	388	1002	14497
17279	49_105	M_B3Z	51453	1714	3247
17280		M_B3Z	28621	1542	3412
17281	49_105	H_Ramos	445	1136	21891
17282	49_106	M_B3Z	25967	1258	2565
17283		M_B3Z	3379	1132	2946
17284		M_B3Z	36606	854	2283
17285		H_Ramos	402	646	17138
17286		M_B3Z	23124	1079	2446
17287		M_B3Z	22564	900	2498
17288	49_107	H_Ramos	348	1057	11314
17289	49_107	H_Ramos	343	970	11396
17290	50_107	H_Ramos	287	640	7489
17294		Undetermined	610	1357	5269
17295	50_108	Undetermined	65435	1630	2562
17296	49_108	H_Ramos	372	1096	13272
17297		H_Ramos	390	812	12687
17299	49_109	M_B3Z	59690	1112	2535
17300		M_B3Z	40116	1140	2433
17301		H_Ramos	332	755	18234
17302	49_110	M_B3Z	33368	1356	2529
17305		Undetermined	401	1259	3176
17306		Undetermined	425	1290	3243
17307		Undetermined	1777	1149	2483
17308	49_110	M_B3Z	7619	1873	4298
17310		Undetermined	2052	10206	12082
17311	49_112	H_Ramos	2763	15645	26873
17313		Undetermined	65435	65438	65438
17314		Undetermined	65435	65438	65438
17315		Undetermined	65435	65438	65438
17317		Undetermined	65435	65438	65438
17318		Undetermined	65435	65438	65438
17319		Undetermined	65435	65438	65438
17320		Undetermined	65435	65438	65438
17321		Undetermined	65435	65438	65438
17322		Undetermined	65435	65438	65438
17323		Undetermined	65436	65438	65438
17324		Undetermined	65435	65438	65438
17325		Undetermined	65435	65438	65438
17326		Undetermined	65435	65438	65438
17327		Undetermined	65435	65437	65437
17328	52_1	H_Ramos	396	607	15304
17329		M_B3Z	25826	1018	2355
17330	52_2	M_B3Z	65433	978	2533
17331	52_2	M_B3Z	65434	990	2543
17332	53_2	M_B3Z	36896	791	2332
17333		Undetermined	359	767	2457
17334	53_3	H_Ramos	416	610	17218
17335	53_3	H_Ramos	455	696	17915
17336		M_B3Z	2619	828	2419
17337		H_Ramos	342	958	19069
17338	53_4	H_Ramos	256	464	9071
17339		Undetermined	310	479	2029
17341	53_4	H_Ramos	336	575	10339
17343	52_4	M_B3Z	35951	811	2406
17344		Undetermined	344	510	2187
17345		M_B3Z	45785	654	2382
17346	52_6	M_B3Z	57167	802	2254
17348	52_7	H_Ramos	563	987	21934
17349	52_7	M_B3Z	44852	1226	2808
17350	52_7	M_B3Z	11264	1059	2733
17351		Undetermined	406	845	2181
17352		M_B3Z	54484	1104	2631
17353	52_8	H_Ramos	538	977	22595
17354		Undetermined	385	801	2230
17355	53_8	M_B3Z	25101	1030	2470
17356	53_8	M_B3Z	65432	1376	2630
17357		M_B3Z	65433	1136	2879
17358		Undetermined	486	846	2581
17359		M_B3Z	65434	1172	2812
17360		H_Ramos	485	833	10467
17361	52_9	M_B3Z	65433	1138	2628
17362	52_9	H_Ramos	506	863	12390
17363	52_9	M_B3Z	21338	933	2502
17364	53_9	H_Ramos	443	813	14542
17365	53_9	M_B3Z	15872	862	2220
17366	53_9	H_Ramos	433	795	14850
17373		H_Ramos	440	697	14285
17375		H_Ramos	1144	598	18893
17376		M_B3Z	53844	871	2836
17378	53_12	M_B3Z	50941	733	1900
17381	52_13	M_B3Z	64151	989	3246
17382	52_13	M_B3Z	65434	1096	3208
17383	53_13	H_Ramos	395	679	16987
17384	52_13	H_Ramos	461	742	19179
17385		Undetermined	392	679	3137
17386		M_B3Z	36122	900	3098
17387		Undetermined	392	988	8029
17388	52_14	M_B3Z	59214	953	3144
17389	52_14	H_Ramos	465	743	17055
17390	53_14	H_Ramos	330	636	12995
17391	52_14	H_Ramos	490	744	16556
17392	52_14	M_B3Z	49603	922	2949
17394	52_15	M_B3Z	65430	952	2696
17395	52_15	M_B3Z	30036	777	2464
17399	53_15	H_Ramos	418	676	9592
17400	53_15	H_Ramos	369	651	13847
17401		H_Ramos	377	935	8674
17402	52_16	M_B3Z	63594	1091	3093
17403		Undetermined	374	770	3107
17404		M_B3Z	59345	1293	2970
17406	52_17	H_Ramos	410	673	17415
17407	52_17	H_Ramos	418	670	14245
17408	52_17	H_Ramos	367	589	11421
17413		Undetermined	355	673	2816
17414	52_18	H_Ramos	462	1002	29689
17415	53_18	H_Ramos	323	736	15413
17416	52_18	M_B3Z	60959	1165	4135
17417		Undetermined	337	835	3610
17419	53_19	H_Ramos	336	875	17357
17420	53_19	H_Ramos	373	924	15866
17421	53_19	M_B3Z	35343	1140	3850
17422		M_B3Z	55000	1177	4117
17423		Undetermined	378	915	3827
17426	53_20	M_B3Z	16416	983	3576
17427	53_20	Undetermined	298	811	6296
17428	53_20	H_Ramos	298	790	9298
17430	53_20	M_B3Z	28391	989	3268
17431	52_20	M_B3Z	44743	1177	3697
17437	53_20	M_B3Z	36623	1328	4190
17439		Undetermined	381	1105	4632
17442	53_21	M_B3Z	3008	1706	6664
17443	53_21	M_B3Z	6588	1580	4558
17444	52_21	M_B3Z	52163	1647	5069
17445		H_Ramos	393	1198	21442
17447		H_Ramos	428	1239	15661
17448	53_22	M_B3Z	7114	1531	4611
17449	53_22	M_B3Z	3602	1547	5613
17450	53_22	Undetermined	330	1009	7973
17452	53_22	M_B3Z	5804	1368	4269
17453	53_23	Undetermined	191	554	2984
17454	53_23	Undetermined	266	735	4949
17455		M_B3Z	26499	1067	3571
17458		Undetermined	305	740	3357
17459	52_24	H_Ramos	390	900	14071
17460		M_B3Z	14824	1288	3162
17461	52_25	H_Ramos	397	829	14346
17462		M_B3Z	9453	875	3261
17463		Undetermined	1067	2448	4348
17464	52_25	H_Ramos	373	753	17619
17468	53_26	M_B3Z	42925	926	2954
17469	52_27	H_Ramos	400	790	16353
17470	52_27	M_B3Z	45471	1237	3631
17471	53_27	H_Ramos	325	736	12018
17472	53_27	H_Ramos	334	736	10073
17474	53_27	M_B3Z	33059	827	2820
17475		M_B3Z	19000	949	3543
17477	52_28	H_Ramos	429	871	25568
17478	52_28	H_Ramos	399	816	22362
17479	53_28	M_B3Z	15636	768	2388
17480		H_Ramos	379	767	15252
17481	52_28	H_Ramos	377	947	10567
17482	53_28	M_B3Z	15806	731	2190
17487		Undetermined	331	711	2956
17490	53_29	H_Ramos	316	739	13064
17493		H_Ramos	668	910	15606
17494		M_B3Z	52335	1345	8168
17495	52_30	M_B3Z	65434	1224	3604
17496	52_30	M_B3Z	52852	1266	3501
17497	52_30	H_Ramos	445	926	27591
17499		Undetermined	553	1355	5344
17500	52_30	M_B3Z	53038	1051	3287
17501		Undetermined	289	830	2884
17502		H_Ramos	339	1049	12665
17504	52_31	M_B3Z	30342	1088	2867
17507		Undetermined	287	670	2765
17510		Undetermined	313	1028	3135
17511		Undetermined	445	1113	4014
17512	52_32	H_Ramos	407	911	15747
17514	53_32	M_B3Z	65432	1089	3333
17515	53_32	M_B3Z	12156	880	3195
17516	52_32	Undetermined	353	851	3660
17517		H_Ramos	354	982	16472
17518	52_33	H_Ramos	405	865	15910
17519		M_B3Z	26118	1291	3365
17520		M_B3Z	5939	978	3662
17521	52_33	M_B3Z	57610	1265	3709
17522	53_33	H_Ramos	281	723	11944
17523	52_33	H_Ramos	398	789	13068
17524	53_34	H_Ramos	292	711	9474
17526	52_35	H_Ramos	412	935	15353
17527	52_35	Undetermined	390	2351	20633
17528	53_35	M_B3Z	36855	878	3050
17531	52_36	H_Ramos	435	763	19270
17532		H_Ramos	358	960	9139
17533	52_36	M_B3Z	28688	919	7703
17534	53_36	Undetermined	260	662	8054
17536		M_B3Z	32256	1182	3077
17537	53_36	H_Ramos	234	614	10925
17538	52_36	Undetermined	341	693	3147
17539	52_36	Undetermined	331	679	2975
17543		H_Ramos	360	746	15514
17544	52_37	M_B3Z	40429	996	3498
17546	52_38	M_B3Z	34963	956	3444
17547	53_38	H_Ramos	299	716	13366
17548	52_38	H_Ramos	400	807	12889
17549	52_38	H_Ramos	409	806	21880
17551	52_38	M_B3Z	37710	897	3353
17552		M_B3Z	53323	1085	3447
17555	52_39	M_B3Z	46435	821	2930
17563		Undetermined	501	1087	6918
17564	53_40	H_Ramos	324	711	23713
17567	52_40	Undetermined	1150	821	3702
17568		M_B3Z	9413	897	3919
17569		M_B3Z	1363	1425	4015
17570		M_B3Z	47632	1112	4003
17571	52_41	M_B3Z	5891	964	3644
17572	52_42	Undetermined	10022	819	13135
17573		Undetermined	271	796	3340
17574	52_42	M_B3Z	23679	1091	3817
17575	52_42	Undetermined	595	612	5464
17578		M_B3Z	4823	911	4254
17579		M_B3Z	35816	1161	4135
17583	52_43	M_B3Z	48200	1239	4162
17584		Undetermined	323	872	3957
17585		M_B3Z	29735	1226	3928
17587	52_44	Undetermined	6261	919	13832
17590	52_45	Undetermined	337	804	3800
17596	52_45	M_B3Z	40255	1129	3694
17597		Undetermined	385	643	4144
17598	52_45	H_Ramos	404	916	15394
17599		M_B3Z	62032	1317	4271
17600	52_46	Undetermined	338	784	3855
17601		H_Ramos	430	946	26157
17602		M_B3Z	62335	1093	3235
17604	52_46	H_Ramos	445	878	17547
17606	52_46	M_B3Z	42264	1007	4058
17607		Undetermined	389	1191	5419
17608	52_47	M_B3Z	52938	1021	3586
17609		Undetermined	269	803	3516
17611	52_48	M_B3Z	30353	1328	4336
17613	52_48	H_Ramos	423	929	34966
17614		M_B3Z	20087	1251	4153
17617	51_49	H_Ramos	365	1297	14634
17618	52_50	M_B3Z	29948	999	3502
17621	52_50	Undetermined	296	700	3142
17626	52_51	H_Ramos	437	909	19589
17627	52_51	M_B3Z	53475	1153	4026
17631	52_51	M_B3Z	49517	1349	4069
17632		Undetermined	290	799	3558
17633	51_51	M_B3Z	38109	1411	3528
17634		H_Ramos	414	883	24177
17635		M_B3Z	28074	1176	7768
17644		Undetermined	454	1111	4642
17645	52_54	M_B3Z	42093	1168	3529
17646		M_B3Z	35425	1091	3639
17648		Undetermined	980	1648	4152
17650	52_55	M_B3Z	39036	1182	3475
17651	52_55	H_Ramos	384	786	10739
17653		Undetermined	295	714	3252
17656		H_Ramos	404	806	10919
17657	51_56	M_B3Z	36671	1275	2910
17658		H_Ramos	427	842	22315
17660	52_57	H_Ramos	429	934	11681
17661		M_B3Z	8178	907	3453
17663		Undetermined	323	919	3100
17664		M_B3Z	8575	959	3368
17665	52_57	M_B3Z	37416	967	3024
17666		M_B3Z	5770	941	3447
17667		H_Ramos	407	1455	20556
17668	52_58	H_Ramos	362	685	18907
17669	51_58	M_B3Z	19879	1138	2931
17671		M_B3Z	2527	1377	3869
17672		Undetermined	18326	1012	14323
17673		M_B3Z	31812	939	3415
17677	52_60	M_B3Z	45548	1003	3068
17678		Undetermined	266	601	2600
17679		Undetermined	258	598	2576
17680		M_B3Z	38891	963	3007
17682	52_61	H_Ramos	307	687	15294
17687		M_B3Z	1679	956	3858
17688	52_62	M_B3Z	15196	1267	7759
17690	52_62	H_Ramos	360	812	19368
17691		M_B3Z	17543	1207	3511
17692	52_63	H_Ramos	358	773	14819
17693	52_64	M_B3Z	42499	872	2881
17697		Undetermined	767	1934	4106
17699	52_64	H_Ramos	350	799	21578
17700		M_B3Z	35326	1198	3555
17701		H_Ramos	393	960	9571
17702		Undetermined	498	1184	6505
17703		M_B3Z	65434	1351	3697
17704	52_65	H_Ramos	369	828	18837
17705	52_66	M_B3Z	22754	956	3231
17706	52_66	H_Ramos	342	744	17965
17707	51_66	H_Ramos	333	1021	17416
17708	51_66	H_Ramos	358	1107	13721
17710		H_Ramos	383	790	22860
17711		H_Ramos	397	814	19248
17712	52_68	M_B3Z	55051	1316	3356
17713	52_68	H_Ramos	358	824	11031
17714	52_68	H_Ramos	353	728	24625
17715		M_B3Z	30285	1233	3196
17716	51_69	M_B3Z	33511	1097	3055
17717	52_69	M_B3Z	38698	987	2796
17719	51_69	H_Ramos	306	927	10806
17720	52_69	M_B3Z	36598	1052	2562
17726		Undetermined	272	649	2891
17727	52_70	H_Ramos	368	804	18508
17728	51_70	H_Ramos	403	1107	24035
17730	52_71	M_B3Z	53871	1036	3283
17731	51_71	M_B3Z	50656	1594	3680
17733	51_71	H_Ramos	403	1184	15361
17734		M_B3Z	45888	1118	3234
17737	51_72	M_B3Z	40284	986	3000
17741		H_Ramos	367	737	13924
17743		Undetermined	525	1096	6496
17745	51_72	M_B3Z	44137	1173	3177
17746	52_72	M_B3Z	46868	1195	3075
17747		M_B3Z	61948	1193	3309
17748		M_B3Z	48682	1011	3554
17749	51_73	H_Ramos	397	1063	11890
17750	51_73	H_Ramos	391	1060	21261
17751	52_73	H_Ramos	361	793	13628
17752		M_B3Z	46857	995	3322
17753		H_Ramos	422	786	13828
17754		M_B3Z	50743	1102	3371
17755	52_74	M_B3Z	34411	861	3309
17756		H_Ramos	347	858	10506
17757	52_74	H_Ramos	404	986	8337
17758	51_74	Undetermined	1049	1163	12076
17759	52_74	H_Ramos	336	763	15642
17760	52_74	Undetermined	335	716	2913
17761	51_74	H_Ramos	380	938	18890
17762	51_74	M_B3Z	14486	1094	8466
17763		H_Ramos	386	691	18920
17764		H_Ramos	311	909	11294
17769	51_75	H_Ramos	371	907	14000
17770	51_75	Undetermined	473	1139	5347
17771		H_Ramos	360	968	13165
17772		M_B3Z	24003	1137	3725
17773	52_76	M_B3Z	41493	981	2968
17774	51_76	M_B3Z	65433	1308	3206
17775	52_76	H_Ramos	339	796	14988
17776	52_76	M_B3Z	37828	914	2530
17777	52_77	H_Ramos	298	633	20165
17778	51_77	H_Ramos	336	926	12170
17780		Undetermined	303	801	3930
17782		H_Ramos	332	660	14551
17783		Undetermined	368	733	3675
17784		M_B3Z	64973	1181	3162
17785	52_78	H_Ramos	316	776	19549
17786		M_B3Z	57931	1097	3107
17788		Undetermined	350	774	3220
17791	52_80	Undetermined	186	557	2983
17793	52_80	H_Ramos	239	675	9736
17795		Undetermined	9878	817	14478
17796		H_Ramos	372	953	21537
17797	51_81	Undetermined	333	1173	2851
17798	52_81	H_Ramos	337	808	20978
17799	51_81	M_B3Z	37643	1621	2800
17802		H_Ramos	349	705	21267
17804		M_B3Z	3221	840	2689
17806	51_83	M_B3Z	30301	1004	2653
17808	52_84	H_Ramos	365	713	16077
17809		M_B3Z	21088	1341	2971
17810		M_B3Z	47095	1071	2852
17811		M_B3Z	47564	1087	2936
17812	51_85	H_Ramos	421	980	14421
17813		M_B3Z	37526	854	2694
17814	51_85	M_B3Z	43724	1649	2798
17815	52_85	M_B3Z	54559	1060	2360
17816	52_85	M_B3Z	37776	1083	2321
17817	52_85	Undetermined	298	579	8553
17818		Undetermined	669	1158	6483
17821	52_86	M_B3Z	65433	1203	2625
17822		H_Ramos	412	736	20837
17823	52_86	M_B3Z	12456	825	2362
17824	52_86	M_B3Z	37125	1424	2674
17825		M_B3Z	52071	1148	2899
17826	52_86	H_Ramos	396	862	22602
17827	51_86	H_Ramos	440	960	27105
17829	51_86	M_B3Z	23478	1075	3065
17830		Undetermined	620	1163	6090
17831		H_Ramos	465	740	16145
17832	51_87	H_Ramos	411	988	21102
17833		H_Ramos	409	1226	9349
17834	51_87	M_B3Z	35327	1214	2735
17835	52_88	H_Ramos	299	692	14269
17836	52_88	M_B3Z	20191	831	2080
17837	51_88	H_Ramos	391	831	10993
17839	52_88	M_B3Z	26458	725	1848
17840	51_88	M_B3Z	3134	760	2351
17847		Undetermined	454	853	4303
17848		Undetermined	335	812	3315
17850		Undetermined	386	694	2817
17851		H_Ramos	381	872	11259
17853	50_90	M_B3Z	45283	1875	3072
17854	51_90	H_Ramos	395	940	32965
17855		H_Ramos	470	1137	9165
17856	51_91	H_Ramos	350	815	11966
17857		Undetermined	390	645	2399
17860	52_91	Undetermined	206	511	7327
17865	52_91	M_B3Z	7831	688	1858
17866		M_B3Z	38289	1030	2620
17867	51_92	M_B3Z	22216	914	2673
17868	51_92	M_B3Z	50301	1346	2677
17870	52_93	H_Ramos	282	702	13270
17873		M_B3Z	5476	959	2715
17874		M_B3Z	17464	854	2400
17876	51_94	H_Ramos	415	902	6447
17877		H_Ramos	374	696	8926
17878	51_95	M_B3Z	48048	1200	2842
17879	52_95	M_B3Z	35151	990	2411
17880		H_Ramos	431	749	13603
17881	52_95	H_Ramos	305	738	14991
17882		H_Ramos	404	693	12973
17883		Undetermined	22818	999	53069
17884		Undetermined	19612	1003	13847
17885		M_B3Z	7737	772	2486
17886	51_96	M_B3Z	34774	1046	2502
17887	52_96	Undetermined	233	575	1876
17890		Undetermined	405	831	4086
17891	52_97	H_Ramos	340	778	8748
17892	52_97	M_B3Z	33577	989	2474
17893		M_B3Z	43582	1132	2990
17896		Undetermined	407	758	4381
