Cage_ID	Cell_Count_Cage
2_78	3
3_77	5
2_80	2
2_79	0
2_81	0
3_80	1
2_82	3
2_84	1
2_83	0
3_82	0
2_85	3
2_86	1
2_87	1
2_88	1
2_89	3
2_90	2
2_92	3
2_91	2
2_94	2
2_93	1
2_95	3
2_97	1
2_96	1
2_98	1
2_99	0
2_100	1
1_102	1
2_101	1
2_103	0
2_102	0
2_105	1
2_104	0
2_106	2
2_109	1
2_108	1
2_107	3
1_110	3
2_110	1
2_111	2
2_112	1
4_0	4
4_2	3
4_1	4
5_0	0
5_1	1
5_2	3
5_3	1
4_4	2
4_5	2
4_3	3
5_4	1
5_5	2
4_6	1
4_7	2
4_8	1
5_8	0
5_6	4
5_7	0
4_10	1
4_9	0
5_10	1
5_11	4
5_9	0
4_12	2
4_11	2
4_13	3
5_12	1
5_13	1
4_14	0
4_15	0
4_16	1
5_15	4
5_14	2
5_16	0
4_17	1
4_18	4
4_19	3
5_17	0
5_18	0
5_19	2
4_21	3
4_20	0
5_20	0
5_21	0
4_23	1
4_22	2
4_24	0
5_22	4
5_23	0
5_24	2
4_26	0
4_25	0
4_27	1
5_25	3
5_27	3
5_26	3
4_28	1
4_29	0
4_30	2
5_28	1
5_29	0
5_30	2
4_32	0
4_31	0
4_33	0
5_31	3
5_32	0
4_34	2
4_35	0
5_33	2
5_34	1
5_35	1
4_37	0
4_38	1
4_36	1
5_36	4
5_38	3
5_37	1
4_41	0
4_39	0
4_40	1
5_39	2
5_40	0
4_42	0
4_43	1
5_41	0
5_42	1
5_43	0
4_44	3
4_46	0
4_45	0
5_44	4
5_46	1
5_45	0
4_47	0
4_48	0
4_49	2
5_47	2
5_48	1
4_50	0
4_51	0
5_49	2
5_51	1
5_50	2
4_52	0
4_53	0
4_54	0
5_52	0
5_53	1
4_57	2
4_56	0
4_55	3
5_56	1
5_55	3
5_57	2
4_59	2
4_58	3
4_62	2
4_61	1
4_60	0
4_63	0
4_64	2
4_65	4
4_66	0
4_67	0
4_68	1
4_70	0
4_69	1
4_71	0
4_72	0
4_73	0
4_74	1
4_75	0
4_76	3
4_78	3
4_77	0
4_79	0
3_81	1
4_80	0
4_81	1
3_83	1
3_84	1
4_82	0
4_83	0
4_84	0
3_85	3
3_86	1
3_87	2
4_87	2
4_85	0
4_86	1
3_88	1
3_89	3
4_88	0
4_90	0
4_89	2
3_91	3
3_92	0
3_90	0
4_92	0
4_91	0
3_93	1
3_94	1
3_95	1
4_93	0
4_94	4
4_95	2
3_96	1
3_98	0
3_97	0
4_96	4
4_97	1
4_98	4
3_99	3
3_100	0
4_99	2
4_100	0
3_101	0
3_102	1
3_103	0
4_102	0
4_101	3
4_103	2
3_104	4
3_105	3
3_106	1
4_105	2
4_104	0
3_107	4
3_108	1
3_109	3
4_106	2
4_108	4
3_110	3
3_111	0
4_109	5
4_111	1
3_112	1
4_112	4
6_1	2
6_2	2
7_1	0
7_0	0
7_2	2
6_5	1
6_3	2
6_4	3
7_4	2
7_3	2
7_5	1
6_7	0
6_6	3
6_8	1
7_6	1
7_8	2
7_7	1
6_9	2
6_11	1
6_10	2
7_10	1
7_9	0
7_11	2
6_12	2
6_13	2
6_14	3
7_12	0
7_13	1
6_15	3
6_16	2
7_14	0
7_15	2
7_16	0
6_17	1
6_18	0
6_19	3
7_17	2
7_19	2
7_18	0
6_20	3
6_21	0
6_22	0
7_20	2
7_21	2
6_23	4
6_24	0
7_23	0
7_22	2
7_24	2
6_26	1
6_25	4
6_27	0
7_25	1
6_28	0
6_30	1
6_29	2
6_32	3
6_31	1
6_33	0
6_34	2
6_35	2
6_38	1
6_36	0
6_37	3
6_39	3
6_40	2
6_41	0
6_42	1
6_43	0
6_44	1
6_45	1
6_46	1
6_48	0
6_47	1
6_49	2
6_50	1
6_51	1
5_54	0
6_52	1
6_53	0
6_54	1
6_56	0
6_55	0
6_57	1
5_58	2
5_59	1
5_60	0
6_59	1
6_60	4
6_58	1
5_61	1
5_62	1
6_62	3
6_61	0
5_64	0
5_63	1
5_65	0
6_64	2
6_63	0
6_65	2
5_67	0
5_66	0
5_68	0
6_67	3
6_68	2
6_66	2
5_69	0
5_70	0
6_70	0
6_69	1
6_71	0
5_71	1
5_73	0
5_72	1
6_72	1
6_73	0
5_75	2
5_74	1
5_76	0
6_75	2
6_74	1
5_77	0
5_79	2
5_78	1
6_78	0
6_76	2
6_77	2
5_81	1
5_80	0
6_80	2
6_81	1
5_84	3
5_82	1
5_83	2
6_83	2
6_84	1
5_85	0
5_86	1
5_87	1
6_87	2
5_88	0
5_89	1
6_89	0
6_88	0
5_90	3
5_92	2
5_91	2
6_91	1
5_94	1
5_93	1
5_95	0
5_96	1
5_97	3
5_98	2
5_99	0
5_100	1
5_101	0
5_102	2
5_103	1
5_104	2
5_106	0
5_105	2
4_107	1
5_109	1
5_108	2
5_107	2
4_110	3
5_110	3
5_111	0
5_112	0
8_0	1
8_1	1
8_2	1
8_3	0
8_4	2
8_5	1
8_6	3
8_7	2
8_8	2
8_11	1
8_9	2
8_10	2
8_12	3
8_13	2
8_14	2
8_15	2
8_16	3
8_18	1
8_17	2
8_19	1
8_22	0
8_21	1
8_20	0
8_24	2
8_23	1
7_26	2
7_27	1
8_25	1
8_27	1
8_26	1
7_28	1
7_29	0
7_30	1
8_28	2
8_29	2
8_30	1
7_31	1
7_32	0
8_31	1
8_33	3
8_32	3
7_33	2
7_35	2
7_34	1
8_35	3
8_34	1
7_36	2
7_37	1
7_38	1
8_36	0
8_37	3
8_38	0
7_40	2
7_39	1
7_41	0
8_40	1
8_39	0
7_42	1
7_43	0
8_42	2
8_43	1
8_41	0
7_44	0
7_45	1
7_46	0
8_45	2
8_44	1
7_47	0
7_48	0
7_49	1
8_47	1
8_46	1
8_48	0
8_49	2
7_50	0
7_51	0
8_51	1
7_52	0
7_53	1
7_54	1
7_57	1
7_55	0
7_56	2
8_56	2
7_59	2
7_58	0
7_60	1
8_58	2
7_61	2
7_62	2
7_64	2
7_63	2
7_65	0
7_66	2
7_67	1
7_68	3
7_69	0
7_70	1
7_71	2
7_72	2
7_73	0
7_74	0
7_76	0
7_75	2
6_79	2
7_77	0
7_78	1
7_79	1
7_81	0
7_80	0
6_82	0
7_82	0
7_84	1
7_83	0
6_86	2
6_85	0
7_86	1
7_85	1
7_87	3
6_90	2
7_89	1
7_88	3
7_90	1
6_92	2
7_91	1
7_92	0
6_93	2
6_94	3
6_95	2
7_93	1
7_94	2
7_95	2
6_96	1
6_97	1
6_98	2
7_96	2
7_98	1
7_97	1
6_99	1
6_100	1
7_99	1
7_100	0
6_103	1
6_101	2
6_102	2
7_102	0
7_101	0
7_103	2
6_105	4
6_104	0
6_106	2
7_106	1
7_104	4
7_105	0
6_107	1
6_108	0
6_109	1
7_107	0
7_108	1
6_111	1
6_110	0
7_110	1
7_111	0
7_109	0
7_112	1
9_1	2
9_2	1
9_0	0
10_1	1
10_0	2
10_2	2
10_3	1
9_5	2
9_3	2
9_4	1
10_5	1
10_4	2
9_6	3
9_7	0
9_8	2
10_7	1
10_8	2
10_6	3
9_9	0
9_10	1
9_11	0
10_9	0
10_10	1
10_11	2
9_12	1
9_13	1
10_12	2
10_13	3
9_14	0
9_16	0
9_15	0
10_16	2
10_14	2
10_15	1
9_17	0
9_18	1
9_19	0
10_18	1
10_19	2
10_17	2
9_20	0
9_21	2
9_22	3
10_21	1
10_20	1
10_22	2
9_23	2
9_24	0
10_23	1
10_24	4
9_25	2
9_26	3
9_27	2
10_26	1
10_27	0
9_29	1
9_30	1
9_28	1
10_28	2
9_32	0
9_31	1
10_30	1
9_33	1
9_34	1
9_35	1
9_36	2
9_37	0
9_38	1
9_39	1
9_40	0
9_41	1
9_43	1
9_42	0
9_45	0
9_44	0
9_46	4
9_49	0
9_48	2
9_47	3
8_50	1
8_52	0
9_50	1
9_51	2
8_53	1
8_54	1
9_52	2
9_54	1
9_53	0
8_57	0
8_55	1
9_56	3
9_57	0
9_55	0
8_59	2
8_60	0
9_60	0
9_58	1
9_59	0
8_62	1
8_61	0
9_61	0
9_62	2
9_63	1
8_63	1
8_65	1
8_64	2
9_64	1
9_65	1
8_66	2
8_68	2
8_67	1
9_66	1
9_67	0
9_68	2
8_69	2
8_70	2
8_71	2
9_70	1
9_71	3
9_69	0
8_72	1
8_73	0
9_73	0
9_72	1
8_76	1
8_75	0
8_74	1
9_75	1
9_74	2
9_76	1
8_78	2
8_77	1
8_79	0
9_77	2
9_79	1
9_78	2
8_80	1
8_81	0
8_82	3
9_81	3
9_80	1
8_83	0
8_84	3
9_83	2
9_82	0
9_84	0
8_87	3
8_85	2
8_86	2
9_85	0
9_86	1
9_87	1
8_88	2
8_90	1
8_89	2
9_89	1
9_90	2
9_88	0
8_91	1
8_92	1
9_91	4
9_92	4
8_93	2
8_94	0
8_95	1
9_93	1
9_95	1
9_94	0
8_96	0
8_97	1
8_98	0
9_98	2
9_96	0
9_97	3
8_99	2
8_100	1
9_100	0
9_101	2
9_99	0
8_101	0
8_102	1
8_103	0
9_103	2
9_102	1
8_105	0
8_104	1
8_106	1
9_104	2
9_105	2
9_106	0
8_107	2
8_108	3
8_109	0
9_107	2
9_109	0
9_108	1
8_110	2
8_111	2
9_110	0
9_111	0
8_112	0
9_112	0
11_0	0
11_1	3
11_2	0
11_3	4
11_4	0
11_5	0
11_8	1
11_6	0
11_7	3
11_10	3
11_9	0
11_11	4
11_12	1
11_13	1
11_14	1
11_15	2
11_16	1
11_18	0
11_17	1
11_19	2
11_20	1
11_21	1
11_22	0
11_23	0
11_24	0
10_25	0
11_25	0
11_26	0
11_27	1
10_29	4
11_29	2
11_30	2
11_28	1
10_31	0
10_32	1
10_33	1
11_31	2
11_32	3
11_33	0
10_34	1
10_35	4
11_34	2
11_35	1
10_36	3
10_37	2
10_38	0
11_38	0
11_36	0
11_37	0
10_39	0
10_41	0
10_40	4
11_40	2
11_39	2
11_41	0
10_42	1
10_43	1
11_43	0
11_42	1
10_44	1
10_46	2
10_45	0
11_44	0
11_45	0
11_46	0
10_49	2
10_47	0
10_48	1
11_47	0
11_48	2
11_49	1
10_51	0
10_50	0
10_52	1
11_50	1
11_51	2
11_52	0
10_53	1
10_54	2
11_53	0
11_54	1
10_55	0
10_56	1
10_57	2
11_55	0
11_56	1
11_57	3
10_60	0
10_58	2
10_59	2
11_58	1
11_59	1
11_60	1
10_61	0
10_62	1
11_61	0
11_62	0
11_63	0
10_64	3
10_63	1
10_65	0
11_65	2
11_64	2
10_67	1
10_66	0
10_68	1
11_66	0
11_68	1
11_67	2
10_69	0
10_71	0
10_70	2
11_69	1
11_70	0
11_71	0
10_73	0
10_72	2
11_72	2
11_73	1
10_74	0
10_75	1
10_76	0
11_74	1
11_76	2
11_75	0
10_79	0
10_77	2
10_78	0
11_77	3
11_78	1
11_79	1
10_80	0
10_81	2
10_82	1
11_80	0
11_81	0
11_82	0
10_83	2
10_84	2
11_83	1
11_84	0
10_86	3
10_87	3
10_85	0
11_85	0
11_87	0
11_86	3
10_89	0
10_88	4
10_90	0
11_88	1
11_90	0
11_89	2
10_92	1
10_91	1
11_92	0
11_91	2
11_93	0
10_93	2
10_94	1
10_95	3
11_94	0
11_95	1
10_96	2
10_97	0
10_98	1
11_98	2
11_96	3
11_97	0
10_99	1
10_100	0
10_101	2
11_99	1
11_100	2
11_101	1
10_102	2
10_103	0
11_102	1
11_103	1
10_106	0
10_105	0
10_104	2
11_104	1
11_105	1
11_106	2
10_109	1
10_108	1
10_107	1
11_108	0
11_109	1
11_107	1
10_111	0
10_110	0
10_112	1
11_110	1
11_111	2
11_112	0
12_0	2
12_2	0
12_1	1
12_3	1
13_0	0
13_1	1
13_2	2
13_3	1
12_5	1
12_4	0
13_4	3
13_5	3
12_6	3
12_7	1
12_8	1
13_6	1
13_7	0
13_8	0
12_9	2
12_10	0
12_11	3
13_10	2
13_11	0
13_9	1
12_12	1
12_14	1
12_13	1
13_13	1
13_12	1
13_14	2
12_15	1
12_16	0
13_15	0
13_16	2
12_18	4
12_17	2
12_19	1
13_17	4
13_18	0
13_19	0
12_21	0
12_20	2
13_20	1
13_21	1
13_22	1
12_23	0
12_24	0
12_22	0
13_23	1
13_24	1
12_25	0
12_26	1
12_27	2
13_26	2
13_25	2
13_27	3
12_29	3
12_28	0
12_30	0
13_30	2
13_29	3
13_28	4
12_31	0
12_32	0
13_32	0
13_31	0
13_33	1
12_35	1
12_33	0
12_34	3
13_34	3
13_35	2
12_37	3
12_36	2
12_38	0
13_38	3
13_36	1
13_37	0
12_39	1
12_40	0
12_41	1
13_39	0
13_40	0
13_41	1
12_43	3
12_42	4
13_42	0
13_43	0
13_44	5
12_44	3
12_45	1
12_46	2
13_45	0
13_46	1
12_47	0
12_48	2
12_49	1
13_48	0
13_47	0
13_49	0
12_50	2
12_52	1
12_51	1
13_50	0
13_51	0
13_52	1
12_53	1
12_54	0
13_54	2
13_53	3
12_56	3
12_57	0
12_55	1
13_55	3
13_56	0
13_57	1
12_59	0
12_58	2
12_60	2
13_60	1
13_59	0
13_58	0
12_61	0
12_63	1
12_62	1
13_61	1
13_62	0
13_63	0
12_64	2
12_65	2
13_64	2
13_65	0
12_67	0
12_68	0
12_66	0
13_68	0
13_66	2
13_67	2
12_70	1
12_71	1
12_69	2
13_70	3
13_71	1
13_69	1
12_72	1
12_73	1
13_73	0
13_72	1
12_76	1
12_74	0
12_75	1
13_75	4
13_74	0
13_76	3
12_78	2
12_79	0
12_77	1
13_77	0
13_79	1
13_78	0
12_80	5
12_82	4
12_81	0
13_81	0
13_80	1
13_82	0
12_84	2
12_83	0
13_84	0
13_83	2
12_85	0
12_87	2
12_86	0
13_86	1
13_87	3
13_85	3
12_89	0
12_90	0
12_88	0
13_88	1
13_89	3
13_90	1
12_92	3
12_91	2
13_92	1
13_91	2
12_95	2
12_93	1
12_94	2
13_94	1
13_93	0
13_95	2
12_97	1
12_98	2
12_96	0
13_97	0
13_96	0
13_98	0
12_100	1
12_99	0
12_101	0
13_99	0
13_100	1
13_101	2
12_103	0
12_102	0
13_103	1
12_104	2
12_105	4
12_106	1
13_105	1
13_106	0
13_104	1
12_108	1
12_107	1
12_109	2
13_109	1
13_108	0
12_112	2
12_110	4
12_111	1
14_1	1
14_3	1
14_2	2
14_0	2
15_0	0
15_2	1
15_1	0
15_3	0
14_5	2
14_4	1
15_4	0
15_5	1
14_7	2
14_6	2
14_8	2
15_8	2
15_7	0
15_6	0
14_10	1
14_9	1
14_11	0
15_10	3
15_9	1
15_11	1
14_12	3
14_13	0
14_14	2
15_12	1
15_13	2
15_14	1
14_15	1
14_16	2
15_15	1
15_16	1
14_17	1
14_18	1
14_19	0
15_17	1
15_18	0
15_19	1
14_20	1
14_21	1
14_22	0
15_21	3
15_22	0
15_20	0
14_23	2
14_25	0
14_24	4
15_23	1
15_24	1
15_25	3
14_27	3
14_26	1
15_26	3
15_27	1
14_29	0
14_28	3
14_30	0
15_28	0
15_29	1
15_30	0
14_31	1
14_32	1
14_33	1
15_32	0
15_31	1
15_33	0
14_35	1
14_34	2
15_34	1
15_35	0
14_36	1
14_37	2
14_38	5
15_38	4
15_37	0
15_36	0
14_39	1
14_40	1
14_41	1
15_41	3
15_39	2
15_40	0
14_42	1
14_43	0
14_44	3
15_42	2
15_43	2
15_44	3
14_45	3
14_46	1
15_45	1
15_46	1
14_47	1
14_48	4
14_49	3
15_47	1
15_48	4
15_49	0
14_50	3
14_51	0
14_52	1
15_51	1
15_50	1
15_52	1
14_53	1
14_54	0
15_54	0
15_53	0
14_56	2
14_55	5
14_57	0
15_57	1
15_55	1
15_56	1
14_59	1
14_58	1
14_60	0
15_58	0
15_59	1
15_60	2
14_63	1
14_62	1
14_61	1
15_61	0
15_62	0
15_63	5
14_65	2
14_64	1
15_64	0
15_65	0
14_68	1
14_66	0
14_67	3
15_66	2
15_67	0
15_68	1
14_70	0
14_69	4
14_71	2
15_69	0
15_70	0
14_72	1
14_73	0
15_73	1
15_71	1
15_72	1
14_76	1
14_75	1
14_74	1
15_76	0
15_75	2
15_74	1
14_77	1
14_78	0
14_79	1
15_78	1
15_77	1
15_79	1
14_80	2
14_82	2
14_81	2
15_80	2
14_84	1
14_83	2
15_83	1
14_85	4
14_87	2
14_86	0
14_89	4
14_90	1
14_88	2
14_92	2
14_91	2
14_93	0
14_95	3
14_94	1
14_97	1
14_96	3
14_98	2
14_99	1
14_100	0
14_101	2
13_102	0
14_102	1
14_104	0
14_103	1
14_106	0
14_105	3
13_107	0
14_108	1
14_107	1
14_109	1
13_111	1
13_110	0
13_112	3
14_110	1
14_111	2
14_112	0
16_1	2
16_0	1
16_2	0
16_3	1
17_2	0
17_3	1
17_1	1
17_0	1
16_4	2
16_5	1
17_4	1
17_5	3
17_6	2
16_6	2
16_8	3
16_7	1
17_7	2
17_8	0
16_9	3
16_10	2
16_11	2
17_10	1
17_9	0
17_11	2
16_13	2
16_12	0
16_14	4
17_14	3
17_12	0
17_13	1
16_16	0
16_15	2
17_15	1
17_16	0
16_18	0
16_17	0
16_19	1
17_19	3
17_17	3
17_18	3
16_20	6
16_22	1
16_21	5
17_20	2
17_22	1
17_21	2
16_25	2
16_24	1
16_23	0
17_24	0
17_23	3
17_25	2
16_26	2
16_27	0
17_27	0
17_26	2
16_28	1
16_30	1
16_29	2
17_28	3
17_30	3
17_29	1
16_31	2
16_33	2
16_32	5
17_31	0
17_32	1
17_33	1
16_34	3
16_35	1
17_34	0
17_35	1
16_36	3
16_37	4
16_38	0
17_36	1
17_37	1
17_38	1
16_39	1
16_41	5
16_40	1
17_41	1
17_39	0
17_40	0
16_42	1
16_43	3
16_44	2
17_42	1
17_43	3
16_45	1
16_46	1
17_46	0
17_45	1
16_49	2
16_48	0
16_47	2
17_48	1
17_47	4
17_49	0
16_51	1
16_50	2
16_52	2
17_51	1
16_53	0
16_55	1
16_54	2
17_53	1
16_56	0
16_57	1
16_58	0
16_59	1
16_60	3
16_61	1
16_63	0
16_62	2
16_65	1
16_64	1
16_67	1
16_66	3
16_68	2
16_70	0
16_69	2
16_71	2
16_72	2
16_74	0
16_73	1
16_76	0
16_75	0
16_78	1
16_79	3
16_77	1
15_81	2
15_82	0
16_80	3
16_81	2
16_82	1
15_84	0
16_84	3
16_83	3
15_86	1
15_87	2
15_85	2
16_86	2
16_85	0
16_87	0
15_88	3
15_89	3
15_90	1
16_88	1
16_89	0
16_90	1
15_91	0
15_92	1
15_93	1
16_92	3
16_91	2
16_93	4
15_94	1
15_95	0
16_94	3
16_95	1
15_96	1
15_97	1
15_98	5
16_96	1
16_97	5
16_98	2
15_100	1
15_99	1
15_101	0
16_99	2
16_100	0
16_101	2
15_103	0
15_102	2
16_102	1
16_103	1
15_105	0
15_104	0
15_106	1
16_104	2
16_105	3
15_107	2
15_108	1
15_109	1
16_106	0
16_108	1
15_111	1
16_109	1
16_111	0
16_110	0
15_112	1
18_1	1
18_2	2
18_0	0
18_3	3
19_0	0
19_1	0
19_2	4
19_3	1
18_4	2
18_6	5
18_5	0
19_4	2
19_5	3
18_8	3
18_7	2
19_6	0
19_7	1
19_8	1
18_10	0
18_9	1
18_11	1
19_9	1
19_10	2
18_13	3
18_12	3
18_14	1
19_13	2
19_12	2
19_11	2
19_14	2
18_16	3
18_15	1
19_15	1
19_16	2
18_17	2
18_19	3
18_18	0
19_19	1
19_18	2
18_20	0
18_22	0
18_21	3
19_20	0
18_24	1
18_23	2
18_25	4
19_23	1
18_27	3
18_26	1
18_29	4
18_28	3
18_30	0
18_31	2
18_32	2
18_33	4
18_34	2
18_35	1
18_37	3
18_36	1
18_38	3
18_40	0
18_39	2
18_41	2
18_42	2
18_43	2
18_44	2
17_44	1
18_45	2
18_46	3
18_49	2
18_47	0
18_48	3
17_50	2
17_52	5
18_50	0
18_51	1
18_52	2
17_54	0
18_53	1
18_55	0
18_54	0
17_55	2
17_56	1
17_57	1
18_57	0
18_56	0
17_59	2
17_58	0
17_60	1
18_58	1
18_59	1
18_60	1
17_62	0
17_61	1
17_63	2
18_63	1
18_61	5
18_62	1
17_64	5
17_65	5
18_64	1
18_65	2
17_67	1
17_68	1
17_66	1
18_67	1
18_68	1
18_66	2
17_69	1
17_70	1
17_71	0
18_69	3
18_70	4
18_71	1
17_73	2
17_72	2
18_72	1
18_73	0
17_75	2
17_74	1
17_76	1
18_75	1
18_76	3
18_74	0
17_77	3
17_79	0
17_78	2
18_78	1
18_79	2
17_80	4
17_82	2
17_81	1
18_80	0
18_81	5
17_83	1
17_84	2
18_82	1
18_84	4
17_86	2
17_87	0
17_85	4
18_86	3
17_89	2
17_88	0
17_90	0
17_91	2
17_92	0
17_93	2
17_95	0
17_94	1
17_96	3
17_98	1
17_97	0
17_100	2
17_99	2
17_101	0
17_102	2
17_103	2
17_105	1
17_106	0
17_104	2
16_107	1
17_108	3
17_107	0
17_109	1
17_110	1
17_111	0
16_112	0
17_112	2
20_1	1
20_3	3
20_2	2
20_0	1
20_4	2
20_5	1
20_6	2
20_7	3
20_8	0
20_10	1
20_11	4
20_9	4
20_12	0
20_13	2
20_14	1
20_15	4
20_16	2
19_17	1
20_18	2
20_19	1
20_17	1
19_21	1
19_22	0
20_21	1
20_20	2
20_22	5
19_24	3
19_25	1
20_23	0
20_25	1
20_24	0
19_27	2
19_26	0
20_26	0
20_27	0
19_29	1
19_30	1
19_28	0
20_29	2
20_30	2
20_28	4
19_31	0
19_32	0
19_33	3
20_31	6
20_32	1
20_33	1
19_34	2
19_35	1
20_34	4
20_36	3
20_35	3
19_36	1
19_38	0
19_37	0
20_37	0
20_38	3
19_40	0
19_39	0
19_41	1
20_39	1
20_40	1
20_41	3
19_42	0
19_43	0
20_42	5
20_43	1
19_44	0
19_46	0
19_45	3
20_46	1
20_45	2
20_44	3
19_49	0
19_48	1
19_47	2
20_47	1
20_48	3
19_50	2
19_51	0
19_52	0
20_50	0
20_51	2
19_54	3
19_53	3
20_53	1
20_52	1
20_54	5
19_56	2
19_57	0
19_55	3
19_58	3
19_59	2
19_60	2
19_63	4
19_62	1
19_61	2
19_64	0
19_65	0
19_68	2
19_67	1
19_66	0
19_69	3
19_70	0
19_71	1
19_73	3
19_72	0
19_74	1
19_76	2
19_75	2
18_77	0
19_77	3
19_78	3
19_79	1
19_80	1
19_81	1
19_82	2
18_83	1
18_85	1
19_84	2
19_83	0
18_87	2
19_85	1
19_87	2
19_86	4
18_89	1
18_88	1
18_90	0
19_88	1
19_89	0
19_90	0
18_91	0
18_92	1
18_93	2
19_91	3
19_92	1
19_93	3
18_95	0
18_94	3
19_94	0
19_95	0
18_96	1
18_97	1
18_98	2
19_96	1
19_97	1
19_98	1
18_99	0
18_100	0
18_101	3
19_101	1
19_99	1
19_100	2
18_103	0
18_102	0
19_103	0
19_102	3
18_104	1
18_105	1
18_106	0
19_105	0
19_104	3
19_106	1
18_107	2
18_108	1
18_109	1
19_109	1
19_108	3
19_107	2
18_110	3
18_111	1
18_112	3
19_111	3
19_110	4
19_112	1
21_0	2
21_2	2
21_3	2
21_1	1
22_0	0
22_2	3
22_1	0
22_3	3
21_5	1
21_4	2
21_6	4
22_6	3
22_5	1
21_7	0
21_8	1
22_7	4
22_8	0
21_9	2
21_10	2
21_11	2
