	UMAP1_sc	UMAP2_sc	Clusters_sc	Cell_type_img	UMAP1_CP_sc	UMAP2_CP_sc	Clusters_CP_sc	UMAP1_bimodal_sc	UMAP2_bimodal_sc	Clusters_bimodal_sc
49_91	10.69898	6.48996	2	Mouse						
49_106	9.162236	2.9321527	1	Mouse	9.305353	-2.92129	1	2.73979	-2.5690303	5
49_108	-3.2642817	1.3295486	0	Human	9.287621	3.4805315	0	3.8463233	2.894591	3
49_109	11.656136	2.0206268	1	Mouse	10.108031	-3.7329848	1	0.8846225	-0.52342105	4
49_112	-2.3206854	3.4291422	0	Human	5.452604	9.212265	2	3.1110964	1.7541761	3
50_5	7.361727	1.9289813	1	Mouse	6.90176	-2.8940296	1	10.160372	1.5948979	7
50_13	3.93852	1.2710892	0	Mouse	10.293494	-1.7124441	0	2.0681996	-3.5397565	5
50_25	5.529471	2.145478	1	Mouse	11.142494	2.5371177	0	-2.318821	3.7926912	2
50_28	9.515733	2.706098	1	Mouse	6.274505	1.8927174	0	-0.8097849	-0.54290634	0
50_31	9.48947	6.160136	2	Mouse	7.07401	-1.2516876	1	-2.954809	-3.6671708	1
50_32	6.4847965	6.2480016	1	Mouse	12.687029	1.5781555	0	-0.22183721	2.2498133	2
50_43	-4.133912	3.474228	0	Human	7.812972	3.4922092	2	3.6202648	2.8135164	3
50_51	13.2660475	5.819304	2	Undetermined_cells	17.205229	4.0426683	0	-3.0622668	-0.59842163	0
50_52	-4.2946224	0.9774542	0	Human	8.8168125	5.5731044	2	2.739051	3.7978137	3
50_59	14.8536415	7.5095296	2	Undetermined_cells	7.4411387	-5.6640577	1	-3.8989427	-0.20491634	6
50_63	7.0929723	0.6516071	1	Mouse	14.109319	3.5638034	0	-4.4312406	-1.7079798	6
50_70	1.2076737	2.290909	0	Mouse	7.090953	-3.1997995	1	-2.9158397	1.7447475	2
50_72	5.241525	2.0358627	1	Mouse	7.343476	-6.1421723	1	1.7266607	0.17724025	4
50_74	-3.2478373	1.9525459	0	Human	6.5713964	6.4011536	2	-6.618053	-0.63311726	6
50_76	4.4935193	4.0515895	1	Mouse	4.6716194	-3.6380928	1	-3.9230103	0.55769724	6
50_83	10.372867	1.6205456	1	Mouse	7.118387	5.523263	2	2.4305584	-3.850626	5
50_85	12.577681	2.0886211	1	Mouse	8.813323	2.3538082	0	-3.5697062	-1.8761017	6
50_89	8.174864	-1.2642965	1	Mouse	14.741586	5.6699786	0	0.54718685	-3.9140034	5
50_97	9.769798	6.9491816	2	Undetermined_cells	10.482512	6.624409	0	-0.11277651	-3.1613138	1
50_99	9.636819	9.287046	2	Mouse	6.478891	1.5479262	0	0.5993496	0.39565203	6
50_100	12.573259	3.3899128	1	Mouse	7.8003626	1.3325747	0	-2.1416633	-1.1451833	0
51_2	5.286922	0.28378135	1	Mouse	10.944876	6.897732	0	-3.681602	-0.5565469	6
51_6	6.1179976	6.0738845	1	Mouse	7.9427013	5.6305456	2	3.5819252	-3.7904074	5
51_7	2.3271134	0.90131867	0	Mouse	10.572977	0.08356269	0	-4.632918	1.6636938	0
51_11	2.7698784	1.5770396	0	Mouse	13.980948	0.47136247	0	-3.6909463	1.2654049	0
51_25	10.313205	8.552592	2	Mouse	12.017119	-0.8979982	0	-1.9186394	-3.4108102	1
51_31	1.8908279	3.187387	0	Mouse	6.856357	2.5644257	0	-0.4474146	2.593793	2
51_41	-4.787518	2.229299	0	Human	5.2784004	1.0246675	1	0.91306615	3.0504265	3
51_58	11.010372	3.7716143	1	Mouse	5.4193983	-3.7499433	1	-3.3032613	-2.9293041	1
51_62	-4.428932	1.4423128	0	Human	4.932486	6.293527	2	3.488019	2.0415225	3
51_76	8.900576	4.6667905	1	Mouse	8.653763	-1.8063211	1	-3.5429623	2.049705	2
51_95	7.5700326	-0.5779755	1	Mouse	8.343878	-1.9124537	1	0.8481699	0.6159421	6
51_96	7.8540807	1.6174927	1	Mouse	14.60134	-0.35469452	0	-0.947835	-3.8938906	1
51_102	5.4653125	7.5189896	0	Mouse	11.12554	-0.555315	0	1.8279283	-3.0163915	5
52_4	11.138022	7.2599792	2	Mouse	13.258332	5.720248	0	-5.938667	1.003817	2
52_6	3.2223597	1.3124694	0	Mouse	10.769789	6.3430643	0	0.59058464	-2.9477196	1
52_16	1.7976141	1.1794533	0	Mouse	14.336388	-0.49625078	0	-2.228603	-3.578856	1
52_20	4.6064744	0.48904496	1	Mouse	10.963563	-0.7904774	0	-2.8068225	2.1953712	5
52_39	4.938832	2.243825	1	Mouse	7.3923182	-3.3120708	1	-2.5311067	-3.3581789	1
52_40	7.144698	6.9443245	1	Undetermined_cells	4.7664795	6.0800915	2	-3.511726	-0.8641652	0
52_41	5.896865	4.0403953	1	Mouse	6.836055	-6.8679395	1	-2.2771575	-0.3289001	0
52_43	6.1041203	2.6071265	1	Mouse						
52_54	2.8734858	5.7303166	0	Mouse	13.271291	1.2819954	0	-4.8085394	0.8773886	0
52_60	5.451612	2.8186042	1	Mouse	9.894101	-4.720962	1	-5.733629	-0.33054316	6
52_71	13.209166	7.838914	2	Mouse	11.034098	4.157846	0	-0.67669284	-1.3502244	0
52_73	0.2225794	1.9145743	0	Human	5.23205	6.35286	2	3.2747185	-3.1229086	5
52_79	1.8050929	3.5167317	0	Mouse	6.7343345	-7.2767715	1	-0.56552786	0.50784856	4
52_81	-2.291432	1.7177255	0	Human	6.4855165	6.645503	2	-4.772891	2.2208705	2
52_83	10.244659	1.7193508	1	Mouse	9.54958	0.5580018	0	-0.7513974	-2.5570138	1
52_103	11.8004465	4.362365	1	Mouse	9.119018	-1.900899	1	-6.16305	-1.9286389	6
52_104	12.8869295	8.574114	2	Mouse	10.286792	2.5760157	0	-5.1432114	-2.6380546	6
52_106	4.130449	0.5323172	1	Mouse	8.609882	-4.3305373	1	-0.78142565	0.63343376	4
52_108	-1.2656136	1.2865463	0	Human	7.327228	0.3216368	0	3.7468147	1.9208329	3
53_12	5.975814	8.522501	2	Mouse	4.3722315	9.137104	2	-2.456417	-0.13408504	0
53_26	4.5161786	1.7679288	1	Mouse	8.7902565	3.2049341	0	1.9770347	-4.630382	5
53_34	-4.681164	2.806245	0	Human	-0.46029013	7.8707113	3	3.8988078	3.6294205	3
53_43	8.611385	1.6136061	1	Mouse	8.43224	-2.2538652	1	-2.425922	3.9018888	2
53_65	3.1219623	6.595532	0	Mouse	8.588607	1.9403186	0	-1.900266	2.187382	2
53_67	-2.0115364	2.5267997	0	Human	6.731533	4.6234245	2	1.7593762	2.4541643	3
53_68	11.00476	3.7740097	1	Mouse	8.373223	-0.5314411	0	-2.8100502	-0.53010964	0
53_74	7.519642	3.9135096	1	Mouse	5.7588863	-2.9502082	1	-3.3340912	0.03899639	6
53_79	5.2829175	-0.65934914	1	Mouse	8.040586	-0.06174095	0	-0.5678051	-2.4440913	1
53_80	-2.1742456	1.2851797	0	Human	3.878941	8.101801	2	2.078485	3.6031134	3
53_83	12.410526	3.9215434	1	Mouse	-2.0337808	7.789486	3	10.62347	1.6257622	7
53_88	-3.3277814	0.7665623	0	Human	7.338828	4.478404	2	3.1192358	3.5195115	3
53_92	7.371458	2.027859	1	Mouse	10.014655	-0.21989115	0	-0.42344302	-2.7987714	1
53_94	-2.6952722	2.9768062	0	Human	9.107745	4.0604444	0	2.7400599	3.1665118	3
53_99	5.092283	-1.5566008	1	Mouse	13.052049	-0.6766982	0	-5.2600675	-1.4199796	6
53_105	5.538556	3.163937	1	Mouse	1.9833646	9.400243	2	-2.452609	-3.6703157	1
53_112	-1.8809761	3.873868	0	Human	5.534463	8.72468	2	-2.4361615	3.0290308	2
53_113	-2.422812	2.300939	0	Undetermined_cells	5.4984517	9.53556	2	2.2480614	2.898532	3
54_27	4.5412707	0.92128867	1	Mouse	8.684629	-3.5015752	1	2.3447402	-4.509877	5
54_32	3.3073788	2.8051553	0	Mouse	6.5693445	-3.4412234	1	-2.0614445	0.07688615	2
54_34	-4.1942296	3.3960016	0	Human	6.995734	3.8207297	0	3.9887204	3.876788	3
54_40	9.133498	7.6154757	2	Mouse	10.73361	6.980177	0	-2.0799723	0.7500379	0
54_45	4.972291	0.8307272	1	Mouse	3.4005375	9.297382	2	2.4519043	-0.42093384	4
54_46	7.892868	-0.041884907	1	Mouse	10.224574	-4.53905	1	-1.3944594	0.7508606	4
54_58	9.601486	8.287305	2	Undetermined_cells	17.233408	3.9908059	0	-2.871398	-1.5279187	0
54_81	3.9022093	0.6379901	1	Mouse	14.239347	-0.46875745	0	-4.618252	1.3882334	0
54_88	-2.49487	3.8815517	0	Human	5.798209	2.3630269	2	3.4358335	2.2894666	3
54_96	11.06493	4.1245723	1	Mouse	12.107239	2.010785	0	-0.879949	-3.4085584	1
54_101	3.8537223	7.3043985	0	Mouse	13.5632305	1.9350098	0	3.79118	-3.578381	5
54_111	9.796928	6.8274965	2	Undetermined_cells	15.891945	1.7727336	0	-3.8631697	1.1119968	0
55_11	1.8040645	3.509603	0	Mouse	13.858621	4.517789	0	-3.0494273	2.5236504	2
55_59	2.2261412	2.3044803	0	Mouse	12.645456	6.22171	0	0.3455112	-3.8006773	1
55_69	5.2360806	2.4161067	1	Mouse	7.439957	-0.23209326	1	0.84650075	-1.0580815	4
55_79	8.89105	9.578119	2	Mouse	5.3440323	0.21437961	1	-5.767234	-1.9400712	6
55_88	7.6252503	-0.7764306	1	Undetermined_cells						
55_93	1.0959716	3.2433417	0	Mouse	9.119466	0.5707283	0	-2.61225	2.4843297	2
55_109	1.7851614	4.5677176	0	Mouse	5.2360435	-2.497226	1	-0.8738318	-1.2305112	0
