	UMAP1_sc	UMAP2_sc	Clusters_sc	Cell_type_img	UMAP1_CP_sc	UMAP2_CP_sc	Clusters_CP_sc	UMAP1_bimodal_sc	UMAP2_bimodal_sc	Clusters_bimodal_sc
11_53	0.0921244	-0.5993613	0	Human	6.5315332	10.563593	0	6.994787	0.21644528	0
11_60	-3.048297	2.4458642	1	Undetermined_cells	9.423666	-0.19378276	3	4.1960607	8.018487	3
11_65	7.7333884	0.37023333	2	Mouse	13.854274	5.725997	0	-2.1618857	5.9501963	1
11_70	5.0683193	3.067091	0	Human	11.942864	5.02128	0	5.4614677	3.7772696	6
11_76	6.5339513	2.6993463	2	Human	9.46527	-0.29233757	3	5.8740625	1.5276445	0
11_83	7.1927032	3.2804422	2	Undetermined_cells	3.5999668	7.2117004	1	-1.5392812	3.849636	0
11_93	5.7474294	0.19455697	2	Mouse	9.040217	2.8662422	0	-0.67083603	5.405162	1
11_99	9.620497	1.9158106	2	Mouse	12.522932	6.5657725	0	0.51903784	8.011051	1
11_100	-0.45702344	8.561681	1	Human	14.209169	5.301262	0	5.799949	7.8423495	3
12_5	-0.59236187	3.0499246	1	Human	6.9613605	10.680132	0	5.1965814	0.7817603	0
12_9	13.567013	3.671587	2	Mouse	11.691558	5.9605627	0	0.6126075	6.3087425	1
12_15	0.8668812	3.707504	1	Mouse	8.478719	5.1668286	0	0.5112667	-1.901181	2
12_26	9.673104	0.33610997	2	Mouse	7.430783	6.2638702	0	-0.8230356	2.961016	4
12_38	6.561023	0.4387077	2	Undetermined_cells	4.797851	11.380638	1	21.920977	-0.27319703	8
12_49	4.7628016	7.0427055	1	Undetermined_cells	9.407371	10.193329	0	0.39406615	-2.748897	2
12_50	9.537792	4.6183853	2	Mouse	12.987872	5.194547	0	-0.008275453	7.0324492	1
12_55	10.1797285	8.10486	2	Mouse	14.02949	5.034675	0	-3.9590461	6.105767	1
12_58	8.841531	0.36714572	2	Undetermined_cells	4.1945043	9.900267	1	-1.0774654	5.3167434	1
12_60	10.840058	2.4935362	2	Mouse	9.847715	6.322015	0	-1.6509895	3.6663077	1
12_77	0.53008914	6.8302207	1	Undetermined_cells	3.1314912	6.4318666	1	4.311176	7.903993	3
12_90	-4.0865855	2.3452244	1	Human	13.807529	6.7983627	0	22.031519	-0.87442344	8
12_101	11.138859	5.7837553	2	Mouse	11.082837	8.607351	0	1.6186768	6.8783817	7
12_102	-1.806632	0.26670313	1	Human	15.441376	6.6318145	0	4.2167544	0.123255715	0
12_103	2.9906173	9.545774	1	Human	8.6331415	8.742161	0	0.43320906	0.66850406	4
13_11	-2.6898713	8.375992	1	Human	14.061094	7.4285665	0	2.6378095	3.016943	5
13_12	12.8149805	3.2467003	2	Mouse	12.690622	4.6358347	0	-0.5155741	3.3472185	4
13_13	9.511201	0.67206633	2	Mouse	6.6931605	10.116198	0	0.77060103	4.7853365	7
13_16	2.5440347	0.46410856	0	Human	10.973097	3.1122854	0	2.041853	0.28685063	5
13_19	-0.1142458	5.6585917	1	Human	8.335642	10.618437	0	2.065045	1.6725938	5
13_20	-1.6179106	8.664805	1	Human	12.530822	6.6310406	0	1.7630081	1.0818083	2
13_23	-0.6070377	4.2278633	1	Human	6.976876	10.157708	0	5.8891892	2.3369687	6
13_25	8.393443	3.5552826	2	Mouse	7.691537	8.808558	0	-0.97638094	3.3024895	4
13_26	-0.48357	5.4115357	1	Undetermined_cells	3.2556317	4.095386	3	0.16149174	1.2086102	4
13_29	-2.1502562	8.081958	1	Human	0.05311949	5.256202	1	-0.5301569	0.72932565	4
13_32	-0.2683104	4.8967056	1	Undetermined_cells	8.366806	8.775356	0	5.741291	7.8779116	3
13_34	1.1971027	1.6204355	0	Human	9.840338	7.1818733	0	0.092229314	-1.1521937	2
13_35	-0.5316557	6.64374	1	Human	11.33765	2.796516	0	0.97381216	-1.2025608	2
13_40	3.115395	8.801791	1	Human	11.3159075	2.1102407	0	5.373117	-1.9286251	0
13_44	-3.1751468	4.9015355	1	Human	10.720639	7.52261	0	4.4141917	-2.7818027	2
13_45	13.266802	6.594487	2	Mouse	8.777218	2.0773835	0	-1.6642234	4.306215	1
13_67	5.982585	5.3846335	1	Human	9.034214	4.999683	0	0.54512864	1.6186655	4
13_71	-0.5441494	4.234482	1	Human	9.566711	-0.02202739	3	2.3359764	0.28602555	5
13_72	11.474417	4.0092664	2	Mouse	10.101991	7.3407063	0	-2.1347942	4.220791	1
13_87	-2.2542734	7.980847	1	Human	9.822079	6.0481153	0	2.4833295	1.2851399	5
13_90	10.2958355	8.095417	2	Mouse	12.246017	7.8694177	0	-1.3314935	5.68786	1
13_102	10.337728	5.9799066	2	Mouse	9.960798	9.090726	0	-1.9812046	7.0638685	1
13_110	9.827757	1.7168677	2	Mouse	10.26806	4.561717	0	-2.7011232	3.96225	1
14_7	-3.9964051	2.572976	1	Undetermined_cells	0.4947015	6.2515736	1	3.6583147	-2.0142074	2
14_9	11.41779	3.4169672	2	Mouse	12.740485	3.7601533	0	-1.0016218	6.574092	1
14_17	12.482083	2.4728384	2	Mouse	8.079033	4.1523075	0	-0.4969909	4.4509344	1
14_19	0.26932248	0.43099084	0	Human	11.729841	6.035938	0	3.3056517	-1.608598	2
14_26	0.6043872	-0.028130705	0	Human	12.5266	9.867883	0	5.7101088	-0.33837974	0
14_36	12.511155	6.0580063	2	Undetermined_cells						
14_45	7.803422	4.3370805	2	Mouse	10.257715	2.3556426	0	21.289701	-1.3023547	8
14_48	-1.3379302	6.5593443	1	Undetermined_cells						
14_51	-3.9901395	3.7052684	1	Human	8.235216	9.305519	0	-0.0024121262	0.031476293	4
14_54	10.21453	4.462516	2	Mouse	8.063486	8.565384	0	-1.3313973	4.9027095	1
14_57	11.026153	2.198859	2	Mouse	13.672508	5.076042	0	0.6047427	5.9686522	1
14_60	3.5406172	4.8511267	1	Human	10.40934	9.697002	0	3.7831533	-2.4498844	2
14_76	-2.1180615	7.8288074	1	Human	11.197456	8.379625	0	3.3970518	5.991414	7
14_78	-3.6497624	1.6573365	1	Human	9.6945505	4.863115	0	3.8379474	1.429838	5
14_79	-0.23882563	6.160418	1	Human	10.437795	2.176535	0	3.376048	0.48710284	5
14_80	2.3473916	3.1764386	0	Undetermined_cells	0.05589053	5.877611	1	5.723226	2.8874202	6
14_84	11.567517	6.554332	2	Mouse	12.726385	5.9008493	0	-0.5378063	6.8859153	1
14_85	2.4893534	5.003325	1	Human	10.316899	6.693832	0	3.3182356	2.9730139	6
14_86	11.349431	7.8754206	2	Mouse	9.677034	3.1839788	0	-1.5051805	6.1597266	1
14_87	1.1521354	0.45551574	0	Human	8.839604	6.4580717	0	0.9405733	-1.3328114	2
14_88	0.65590155	6.00552	1	Human	8.872934	0.22275268	3	5.871466	0.9529369	0
14_91	-2.2632432	1.0237461	1	Human	9.573826	4.934239	0	4.202365	3.5369546	6
14_93	2.803272	0.87711513	0	Human	16.255348	6.57342	0	4.684206	-0.47182256	0
14_94	4.146988	5.2538953	1	Human	12.274343	6.345621	0	-0.08739772	-1.1542755	2
14_96	1.0863745	6.3850436	1	Human	12.318049	10.507243	0	2.4084587	-3.2415378	2
14_99	0.4388707	3.374582	1	Human	13.534069	9.360794	0	2.8169317	-1.2464968	2
14_100	4.6047606	8.0078535	1	Human	14.737779	5.099546	0	6.988187	0.1380093	0
14_108	12.2245655	4.952374	2	Mouse	8.030046	10.525845	0	-2.0395584	6.854349	1
15_3	7.9246225	2.2297037	2	Mouse	13.201756	3.801461	0	-0.7315427	4.869106	1
15_5	0.061245732	2.407511	1	Human	8.801148	5.934737	0	2.6221087	4.039062	5
15_6	11.704575	1.6673566	2	Mouse	9.065593	5.515265	0	-3.208242	5.438833	1
15_8	-2.7316031	5.047563	1	Human	7.304971	9.23252	0	5.3336716	-0.14381579	3
15_12	-3.371137	5.756135	1	Human	7.9319286	6.254209	0	3.901674	6.518468	7
15_21	0.7536582	7.4913588	1	Human	14.552491	5.3843856	0	-0.55742836	1.8516057	4
15_22	9.216132	4.521936	2	Mouse	8.506505	7.5693517	0	-2.7256703	5.061382	1
15_24	-0.23994641	9.753959	1	Mouse	10.090805	5.199022	0	4.472232	3.3626442	6
15_36	-0.2548926	7.8717456	1	Human	10.271591	5.637175	0	21.893513	-0.675341	8
15_37	1.1131816	7.395	1	Human	9.013209	6.829725	0	2.094996	-1.2122478	2
15_38	9.390496	0.39087877	2	Undetermined_cells	14.083436	5.9810596	0	-4.3831654	5.5706553	1
15_40	1.7249618	8.293834	1	Human	11.71488	3.1402872	0	6.912321	-0.018589992	0
15_43	9.511629	5.563745	2	Mouse	12.950967	7.349442	0	0.8755564	6.896069	1
15_44	-3.27105	7.3716106	1	Human	8.4781685	9.28949	0	2.399317	2.8970442	5
15_55	4.8856535	2.5208907	0	Human	11.434699	7.481664	0	-0.26911688	-0.9551824	2
15_57	0.3375499	-0.7819115	0	Human	11.870428	2.5936584	0	0.96705955	2.7468407	4
15_61	2.5776775	2.406904	0	Human	6.3592963	6.6470494	0	3.6252213	6.116437	7
15_65	0.25999838	-0.45158774	0	Human	13.641814	9.859242	0	0.46723285	2.0061634	4
15_68	2.837473	9.851124	1	Human	10.33347	0.74037915	3	1.602427	1.8750873	5
15_72	6.6234455	0.75061435	2	Undetermined_cells	3.486258	4.7712045	3	20.69064	-0.71799403	8
15_77	3.606311	6.2682085	1	Human	12.26862	4.0113564	0	0.7642479	3.36727	1
15_85	11.923838	3.0787792	2	Mouse	9.676473	9.803977	0	-0.03854377	3.790543	4
15_86	-0.6856347	1.7522669	1	Human	7.7496715	7.331539	0	3.5844696	3.1851182	6
15_90	-0.1400948	8.372077	1	Human	8.6514225	4.8263893	0	0.99004734	2.525022	4
15_93	10.974225	1.6211923	2	Mouse	11.29455	9.3248205	0	-0.05613816	5.4580636	1
15_101	9.154881	3.0526626	2	Mouse	9.726022	10.342611	0	2.9797156	7.754023	7
15_104	11.69088	4.3667645	2	Mouse	9.904937	11.851988	0	-3.7824807	5.1411366	1
15_111	3.0725272	1.3650984	0	Human	10.043348	5.6562133	0	-2.036398	-0.36216572	4
16_7	2.2114015	0.82073146	0	Human	0.17523542	4.9592147	1	4.124768	-1.7997037	0
16_10	-2.7149222	4.8670287	1	Human	7.0358825	9.503775	0	6.159065	-1.0012224	0
16_16	6.2718654	4.4153495	0	Undetermined_cells	5.0490637	12.214197	1	1.0736302	-2.8431616	2
