	UMAP1_sc	UMAP2_sc	Clusters_sc	Cell_type_img	UMAP1_CP_sc	UMAP2_CP_sc	Clusters_CP_sc	UMAP1_bimodal_sc	UMAP2_bimodal_sc	Clusters_bimodal_sc
16_19	0.352806	9.403967	1	Undetermined_cells						
16_23	5.0533576	0.111419074	0	Undetermined_cells	3.8564231	9.28951	1	5.3795314	3.949188	6
16_25	7.7092175	4.8555274	2	Undetermined_cells						
16_27	5.6397233	4.711918	0	Mouse	8.491076	-0.85768294	3	1.860065	2.6244926	5
16_28	-3.4514303	8.165984	1	Human	10.48941	6.152596	0	3.0300224	-1.7219434	2
16_29	-2.4357054	2.5569649	1	Human	16.229921	7.061993	0	0.8691611	-0.70256764	2
16_31	8.678279	7.010628	2	Mouse	14.473098	8.758041	0	2.9566584	7.674258	7
16_37	-0.603234	8.635609	1	Undetermined_cells	3.603342	8.849703	1	6.20845	-1.7751887	0
16_45	2.6090622	9.846413	1	Human	8.7054205	8.1212635	0	6.5532475	0.66336036	0
16_46	-2.7920494	3.941313	1	Human	7.562288	4.8094897	0	3.1793573	-3.173984	2
16_52	11.775152	3.5929804	2	Mouse	12.863772	9.183212	0	1.9103737	7.6757746	7
16_56	2.7305515	-1.0816544	0	Undetermined_cells	3.5084155	7.1330986	1	2.4751906	-1.8430382	2
16_62	9.609723	7.9543376	2	Mouse	9.495808	0.7268147	3	0.27322602	7.7540693	1
16_70	5.4976735	7.7965574	1	Human	9.3105755	3.5054617	0	-1.0364358	1.3595537	4
16_75	1.169568	8.834963	1	Human	13.778927	9.599279	0	-1.8629483	1.8022902	4
16_82	9.141837	7.6491213	2	Mouse	9.472161	8.639899	0	2.7994823	7.7558136	7
16_86	-0.8998085	4.4113526	1	Human	12.563521	3.1582525	0	21.727154	-0.87610835	8
16_90	11.409552	1.2884634	2	Mouse	10.524034	7.6059313	0	20.513494	-0.944118	8
16_97	5.2788844	3.773625	0	Human	8.731633	4.9746876	0	2.5895545	1.6953748	5
16_98	4.349547	9.132903	1	Human	13.852947	8.32783	0	4.0948544	0.72909176	5
16_105	-2.1228871	7.967287	1	Human	11.753903	2.4755473	0	2.7647898	1.6279407	5
17_2	-1.6216295	5.7810354	1	Human	9.310689	10.45199	0	6.679287	-0.028882215	0
17_10	13.898677	4.8750343	2	Mouse	8.830448	9.369748	0	-0.43843934	4.532886	1
17_13	13.772895	5.349098	2	Mouse	10.834126	2.503244	0	-1.0085849	6.247383	1
17_22	-0.44192964	4.287145	1	Human	6.4026933	9.165065	0	4.083227	4.224992	6
17_24	2.3871486	3.1541169	0	Human	11.152128	3.9150198	0	3.0584044	6.189326	7
17_26	3.6559732	2.6041963	0	Human	11.088767	5.4551206	0	6.1453385	2.3278944	6
17_27	-1.5027184	4.2974668	1	Human	7.5423665	4.5776553	0	6.0960207	0.7403383	0
17_40	9.385904	1.2421492	2	Mouse	13.592194	6.0062323	0	1.2088343	4.4793344	7
17_60	-2.266337	3.4702494	1	Human	13.436721	4.654623	0	3.1701822	-1.7980258	2
17_61	11.658255	7.8252487	2	Mouse	11.523051	8.780463	0	0.779172	5.707787	1
17_66	-1.6914324	9.08846	1	Human	11.125989	5.0953126	0	3.3417811	-2.6344438	2
17_79	7.4223194	1.6344115	2	Mouse	14.132476	6.714306	0	1.4023008	6.7737675	1
17_83	-1.0211889	9.53298	1	Human	8.769093	5.6874638	0	6.4246798	-1.0110997	0
17_84	12.074171	8.301198	2	Mouse	11.370111	7.947096	0	-1.4172271	4.0761323	4
17_85	9.743482	2.2290184	2	Mouse	8.199398	2.7780972	0	6.041754	6.6845655	3
17_88	11.815763	1.3597472	2	Mouse	11.900716	5.542116	0	-0.77701765	4.4642944	1
17_107	13.410969	6.0051684	2	Mouse	13.338573	5.7597976	0	-0.20335855	5.665474	1
17_111	0.4201014	0.7878178	0	Human	12.423403	4.7228394	0	6.362205	2.1202855	6
18_5	8.208133	2.411809	2	Mouse	11.000562	10.270795	0	0.76333886	6.3950224	1
18_6	-1.8969712	5.551299	1	Undetermined_cells	3.3924413	7.6970024	1	21.919415	-0.55900663	8
18_8	-0.099659085	9.193551	1	Human	7.507978	3.4306593	0	4.9133086	7.4283137	3
18_11	13.041715	7.226043	2	Mouse	9.058565	8.759636	0	0.34149688	4.2002244	1
18_14	-1.0140775	1.0467105	1	Human	11.44773	9.9411	0	4.864964	4.3666053	6
18_15	5.382733	8.46	1	Undetermined_cells	5.3398795	12.978705	1	1.6922541	3.906068	7
18_22	8.542295	6.983224	2	Mouse	7.766235	5.910463	0	1.0958548	5.6475005	1
18_28	3.4770672	8.341342	1	Undetermined_cells	8.490818	3.3328552	0	-1.6004672	2.1176634	4
18_29	0.83634305	3.3402	1	Human	13.0820265	10.213672	0	0.19724187	-2.9930663	2
18_48	-4.3317027	2.8078914	1	Human	2.1278398	3.5546925	3	5.9061275	-1.3242702	0
18_49	-2.6979995	5.484416	1	Undetermined_cells	3.008239	3.932062	3	2.211813	-1.9150466	2
18_56	1.1547867	9.40504	1	Human	10.542565	7.6800027	0	5.796981	6.537506	3
18_62	-0.01800788	5.941594	1	Human	12.250156	5.86448	0	1.6087704	-1.0469333	2
18_76	2.8242986	-1.2536151	0	Undetermined_cells	3.0314035	4.0159698	3	-0.30839026	-1.0796475	2
18_79	11.252899	1.6545551	2	Mouse	14.256606	8.910821	0	6.9884067	6.015204	3
18_95	0.70593625	2.5668418	1	Human	14.243116	8.367803	0	3.0160558	-2.2771711	2
18_97	2.796528	8.92874	1	Mouse	12.225307	7.4285064	0	2.2472444	4.501256	7
18_99	11.199242	8.259965	2	Mouse	9.669327	6.981679	0	-2.4954834	5.473559	1
18_100	13.23772	4.050185	2	Mouse	12.144926	6.38344	0	0.09740668	6.6788907	1
18_101	8.989646	4.215392	2	Mouse	13.974921	5.2393956	0	-0.35703638	7.39667	1
18_104	11.605445	5.1496115	2	Undetermined_cells	11.0426035	9.440954	0	-1.984731	6.2525635	1
18_107	0.4011389	9.264971	1	Human	13.440493	6.2495403	0	0.11197932	-0.13894297	4
18_108	0.35282955	5.8783135	1	Human	10.514454	8.607255	0	-1.7459744	-0.05587844	4
18_109	7.2625003	1.5807313	2	Mouse	7.8959394	11.087945	0	-0.40534985	3.1678183	4
18_110	-0.023305748	0.2826901	0	Human	12.665335	8.054254	0	6.3674645	-0.5710788	0
19_2	11.934805	1.4918569	2	Mouse	12.040152	4.288263	0	1.2804344	6.492593	1
19_3	10.682746	1.0282433	2	Mouse	8.785952	10.302453	0	-0.277993	8.005062	1
19_4	4.113262	6.321745	1	Human	11.378017	5.353292	0	4.713845	0.071110256	0
19_5	12.5885	5.6683464	2	Mouse	7.094724	10.795735	0	-0.4985775	3.3255749	4
19_11	13.732658	5.0046906	2	Mouse	12.004898	3.5573373	0	21.104647	-0.8651231	8
19_12	13.682861	5.3546124	2	Mouse	8.576566	12.574487	0	-2.3560915	3.5469947	0
19_39	-1.55543	7.644045	1	Human	8.661159	4.9024143	0	3.605735	-1.6063119	2
19_47	3.2913644	8.570874	1	Human	11.299105	6.0593905	0	-1.1889427	2.0291054	4
19_55	5.8467298	2.9399705	0	Undetermined_cells	10.000319	2.431749	0	3.103046	0.30781668	2
19_56	0.4561929	10.06834	1	Human	12.932705	6.2753625	0	6.3268785	2.262838	6
19_59	11.193996	5.6974483	2	Mouse	7.111237	10.114966	0	0.88863367	7.285864	1
19_66	8.273233	2.5872622	2	Mouse	10.557701	8.380375	0	4.262742	8.154663	3
19_70	3.563619	1.5617332	0	Human	10.664423	5.5731115	0	0.4407025	-0.66242534	2
19_77	10.821994	4.4236083	2	Mouse	12.409131	4.500656	0	0.18282	5.365642	1
19_80	-3.5737526	7.9860473	1	Human	7.807112	-0.6054207	3	0.40620914	2.2590063	4
19_82	10.0177965	1.8576808	2	Mouse	14.010843	6.1835704	0	-3.6779463	5.6532717	1
19_91	-3.1753454	4.022842	1	Human	7.0576787	9.086432	0	4.733802	0.22807494	0
19_92	-1.3463447	6.0989923	1	Human	16.707102	6.9613986	0	6.2599683	-0.37952334	0
19_94	-0.872017	4.1042314	1	Human	9.306206	4.3084855	0	6.4805393	0.3656481	0
19_104	-0.77465343	1.6852373	1	Human	11.698553	6.435832	0	4.6036797	8.500354	3
19_110	3.7903519	2.505169	0	Human	12.059479	3.360545	0	2.909647	4.856442	7
19_111	9.817293	4.5330286	2	Mouse	11.911001	8.793335	0	21.115591	-1.2293677	8
20_4	8.4191265	6.9101315	2	Mouse	8.6357355	0.56741905	3	0.7453744	4.94831	1
20_6	3.7494657	0.37299034	0	Undetermined_cells	5.271837	12.626382	1	5.121404	-0.96199733	0
20_7	5.8878417	8.248153	1	Mouse	8.377238	7.294408	0	1.378348	5.1718454	1
20_13	3.9103057	3.380576	0	Human	0.76372963	4.266639	1	2.3011034	1.5580531	5
20_16	13.457918	4.0873046	2	Mouse	7.916437	8.967989	0	-0.4688884	6.9493527	1
20_22	-3.9572058	3.2800138	1	Undetermined_cells	3.397453	8.062085	1	6.909696	6.4666214	3
20_23	5.1642804	4.8154283	0	Undetermined_cells	2.0704274	3.673378	3	5.9318943	0.36920628	0
20_30	5.704974	8.24434	1	Undetermined_cells	5.3564715	12.1728525	1	3.3707206	6.861132	7
20_32	6.847744	0.9166408	2	Undetermined_cells	3.6237645	4.5091867	3	-1.1278241	3.9498577	1
20_35	1.8723049	4.185282	1	Human	10.727484	3.8049953	0	4.7562613	-1.890773	2
20_51	9.762098	5.044369	2	Mouse	9.660307	4.244549	0	-3.2967768	5.343871	1
20_56	8.677439	0.9664623	2	Mouse	-0.40381026	5.000746	1	-2.1604776	6.025156	1
20_63	-3.2232487	8.165327	1	Human	8.509778	5.1168146	0	3.138574	5.7099147	7
20_64	2.0902047	9.996828	1	Undetermined_cells	3.4173079	5.255802	3	0.49409014	2.2245357	4
20_67	3.9253926	3.8310838	0	Human	0.18807559	4.3283763	1	0.6216209	-1.6970755	2
20_77	11.400317	7.875718	2	Mouse	14.159428	6.787592	0	0.105501175	4.960596	1
20_81	10.700777	2.2265615	2	Mouse	10.089906	6.164673	0	-2.061296	3.1128829	0
20_82	-2.3503401	3.2323976	1	Human	7.447132	9.859343	0	0.62473565	-2.1019976	2
20_83	-0.68696713	8.145532	1	Human	12.143537	7.947109	0	6.7795944	0.4340272	0
20_85	-3.9418776	3.9403336	1	Human	11.548143	7.993326	0	1.7394662	-0.31172588	2
20_89	-0.1658916	8.372506	1	Human	9.034524	4.526777	0	5.551307	-0.8610973	0
20_90	-1.8687215	1.6777806	1	Human	8.715074	4.601994	0	2.221455	2.1910646	5
20_96	-0.96413726	5.126864	1	Human	8.199664	-1.5447804	3	2.5055056	2.6426313	5
20_98	12.033119	2.0880454	2	Mouse	13.595639	7.2584267	0	-1.5913084	4.8584495	1
20_101	12.8506155	5.3763857	2	Mouse	13.581037	13.443034	2	-0.57103145	7.5684395	1
20_111	-1.7330474	2.7790039	1	Human	9.801726	10.133024	0	0.7151238	-2.4314125	2
21_10	-3.834606	3.5893345	1	Human	16.386639	6.7834296	0	3.5028105	-2.8882806	2
21_13	-1.2432108	6.5663037	1	Human	11.873913	8.179342	0	-0.5021445	2.2853029	4
21_16	-2.932882	5.542967	1	Human	8.613251	8.131596	0	5.811437	0.44156575	0
21_19	8.055165	0.67314756	2	Mouse	8.285943	12.672872	0	1.7325742	5.972393	1
21_23	-3.771075	3.5332162	1	Human	10.554728	9.773637	0	5.506132	4.238714	6
21_30	0.119031616	1.3495431	0	Undetermined_cells	13.1359625	4.3808722	0	1.184177	0.15809259	4
21_32	9.0352	2.936837	2	Mouse	12.156016	6.912995	0	-2.6965392	6.192087	1
21_34	11.453574	5.153564	2	Undetermined_cells						
21_38	-4.3019924	4.146947	1	Human	12.590641	3.9005077	0	2.7645192	-0.03866627	2
21_40	1.3104726	4.0275064	1	Undetermined_cells	10.530889	2.5715957	0	5.2335877	-0.35464525	0
21_42	-1.1173848	6.9204006	1	Human	7.599746	9.848097	0	4.059547	1.4664204	5
21_43	-3.4383013	3.0859904	1	Mouse	7.239946	9.02102	0	6.4729357	-0.70844936	0
21_50	-4.562557	3.2611592	1	Human	9.06506	8.196926	0	21.959663	-1.0861912	8
21_53	3.1930318	5.328415	1	Undetermined_cells	6.9123135	8.299095	0	0.59988666	-2.478955	2
21_55	1.1327486	-0.838402	0	Human	9.890414	5.3892703	0	0.56046873	-0.33329147	2
21_58	12.257542	2.3799772	2	Mouse	9.737399	6.8967257	0	-1.2005742	4.0803785	1
21_59	12.302195	7.485546	2	Mouse	8.320976	10.104047	0	-0.9729067	7.419869	1
21_75	2.40914	7.9947205	1	Human	13.201738	13.051713	2	2.104112	-2.876948	2
21_77	10.209551	4.2371407	2	Mouse	13.958392	9.521537	0	-1.2465552	6.489798	1
21_80	-1.6478606	8.772432	1	Mouse	12.078829	3.6381698	0	4.0639114	-0.46622884	0
21_83	7.1218505	3.3605976	2	Mouse	10.680712	2.734967	0	-0.05417151	3.120085	4
21_84	11.032909	2.0834599	2	Mouse	8.616681	-0.30456907	3	-0.8261934	4.5981736	1
21_89	7.8386097	4.01111	2	Mouse	13.398593	7.6862807	0	0.14096422	7.676334	1
21_98	-0.5683487	8.5467415	1	Human	12.610065	6.4271913	0	2.0268195	2.274286	5
21_103	-0.7845904	6.668208	1	Human	9.765835	10.52602	0	6.8896804	5.5893726	3
21_110	3.2346194	3.298034	0	Undetermined_cells	7.3150573	11.569742	0	21.805353	-0.9330309	8
21_112	-3.5518901	5.604895	1	Human	12.319091	3.591096	0	5.73146	2.473232	6
22_4	13.07544	7.340877	2	Mouse	8.749523	10.27303	0	-3.7354503	5.395976	1
22_7	10.969567	6.874981	2	Undetermined_cells	8.647516	-0.33717623	3	0.27433592	5.9057155	1
22_13	9.684609	1.6482296	2	Mouse	12.566993	9.471495	0	0.48173794	5.1354437	1
22_15	-1.9190156	1.7978468	1	Human	10.903547	10.607623	0	4.4998693	1.5721432	6
22_16	6.2090554	6.550462	1	Undetermined_cells						
22_21	11.724243	2.837485	2	Mouse	11.272219	4.112385	0	-3.4145007	5.9805927	1
22_25	-0.47830996	5.5120025	1	Undetermined_cells	4.099689	9.691092	1	5.4859	-0.60178643	0
22_37	-0.9708904	0.03272376	1	Human	12.61064	6.676122	0	3.4689696	5.539837	7
22_40	8.186254	2.9458878	2	Undetermined_cells	5.5054526	12.794898	1	-1.9434035	7.278548	1
22_41	13.486696	4.61466	2	Undetermined_cells	3.2334545	6.6960196	1	-1.4494365	3.605541	4
22_42	0.44755432	6.4693933	1	Human	10.12288	3.1274316	0	2.2651496	-2.2652287	2
22_48	-1.1964089	1.6873829	1	Human	10.040068	3.2942002	0	4.143969	0.9141895	5
22_50	-2.8415167	8.265947	1	Human	7.89691	5.5315595	0	5.9900603	-1.5407677	0
22_66	6.942384	2.3051817	2	Mouse	13.615473	4.338369	0	0.6317981	6.9288964	1
22_68	3.5772936	5.984421	1	Mouse	8.146644	3.952932	0	1.5993032	-1.9963984	2
22_78	-1.7359878	4.41581	1	Human	6.535239	10.650734	0	0.017699342	-2.8785233	2
22_88	9.6833	6.864725	2	Mouse	7.6133866	5.748487	0	-0.9793692	2.393227	4
22_89	1.3356823	9.423627	1	Human	12.983438	6.1297297	0	5.753389	3.2200863	6
22_91	-0.9602775	4.4671197	1	Human	12.528357	5.8187585	0	3.972803	2.575582	6
22_92	-3.3373137	2.9038327	1	Human	8.963842	3.9690387	0	1.6697176	1.3625476	5
22_95	9.54563	7.5871696	2	Mouse	13.83776	5.5004582	0	-4.146226	5.5373144	1
22_104	10.305954	2.6123593	2	Mouse	11.574272	8.2734785	0	3.2269087	6.9435763	7
22_105	12.009781	2.977622	2	Mouse	10.596083	7.975012	0	-2.6705716	6.3552365	1
22_107	9.910516	1.327891	2	Mouse	10.192977	6.630747	0	2.9743762	7.462809	7
23_3	-3.2761526	7.8972235	1	Human	10.55762	6.5559316	0	4.541132	3.9710114	6
23_5	-0.874995	6.045632	1	Human	9.499439	4.885586	0	3.3490138	-1.8133318	2
23_13	1.5425339	1.7035124	0	Human	13.062991	9.83269	0	5.9674745	-0.20062314	0
23_14	-3.3305519	1.6018033	1	Undetermined_cells	8.613014	-1.5459498	3	5.0458937	0.22293144	0
23_15	-4.0935507	4.261797	1	Human	12.715341	9.689145	0	6.110226	-0.5700917	0
23_18	9.960721	5.8016667	2	Mouse	0.008515217	4.2642446	1	0.20032327	7.0649652	1
23_29	4.7817326	4.591908	0	Human	13.646031	6.9999313	0	2.3637831	-3.5235176	2
23_31	13.348732	6.6718082	2	Mouse	9.346961	10.732783	0	-2.7456527	6.0792756	1
23_37	3.547203	1.7200644	0	Mouse	11.25156	3.8957493	0	0.41280246	-1.7707558	2
23_47	2.574905	7.57611	1	Human	13.295014	8.791344	0	3.168505	-2.8207302	2
23_56	9.002656	0.7219875	2	Mouse	-0.36521906	4.709265	1	-0.40137213	6.244571	1
23_57	1.9928465	9.358679	1	Human	13.308586	4.5495195	0	21.93764	-0.94709426	8
23_63	-3.1263483	5.3157773	1	Human	12.394008	3.46261	0	6.5518713	6.1561913	3
23_69	-4.1008043	2.100301	1	Human	10.963613	8.018715	0	2.0701938	-3.2675555	2
23_72	2.2323048	5.5569115	1	Human	13.090413	8.016908	0	4.6068788	0.7599585	0
23_86	5.950033	7.326067	1	Mouse	10.907323	8.104244	0	2.2874982	-0.6804141	2
23_88	-3.3493776	5.82285	1	Human	6.8140497	8.609037	0	0.7313158	-0.8729599	2
23_90	-2.2728143	5.6857805	1	Human	10.52041	12.638195	0	-0.15697816	0.1660368	4
23_91	7.27537	3.1190917	2	Mouse	13.082271	2.5905826	0	-0.086880155	3.2929015	4
23_93	-0.8866741	6.9766355	1	Human	10.537565	-0.6057658	3	3.3315902	1.3577524	5
23_97	4.586589	5.105762	1	Human	11.511391	4.461365	0	3.1759367	0.95200676	0
23_104	4.7074137	0.42214316	0	Human	13.516645	6.5979595	0	2.5371196	-2.878175	2
23_105	13.45579	4.7365217	2	Mouse	9.966359	0.41143084	3	-0.6228316	7.305834	1
23_111	-0.38233823	1.433664	1	Human	8.916305	3.860422	0	0.36878642	-2.2822242	2
23_112	-2.686592	4.4168024	1	Human	7.2793455	10.014654	0	5.5516925	2.0158505	6
24_1	7.9795456	5.3235445	2	Undetermined_cells	6.6609583	7.805383	0	-1.17207	6.5455275	1
24_7	11.791827	6.422035	2	Mouse	8.439189	0.77372044	3	-0.24262083	6.7802734	1
24_10	12.496841	6.855735	2	Undetermined_cells	4.9769793	11.982432	1	1.6622459	7.8705297	7
24_12	7.4128947	6.016429	1	Undetermined_cells	3.653331	8.76902	1	-0.3581535	3.5802588	1
24_15	0.9755532	3.56147	1	Human	7.050345	9.316865	0	4.7314634	3.0499573	6
24_19	-1.8587003	5.1644444	1	Human	7.2844563	11.099669	0	1.7700924	-0.46797317	2
24_20	5.409983	8.521672	1	Undetermined_cells	5.2307677	12.914775	1	2.289339	-2.4461873	2
24_28	3.9451985	1.8771677	0	Undetermined_cells	3.2338996	6.54458	1	-2.961526	1.9154366	4
24_30	-4.472144	3.9546692	1	Human	10.748617	6.2977905	0	2.3441408	3.218878	5
24_31	12.696887	3.294141	2	Mouse	-0.2719241	5.3825607	1	-1.5269321	4.462248	1
24_35	7.794761	2.9106214	2	Mouse	10.815639	5.5389466	0	-2.095953	5.7601705	1
24_41	-4.0264044	4.2879543	1	Human	7.846743	11.631477	0	5.354292	0.2762064	3
24_46	-2.842794	7.6781344	1	Human	15.0121	5.251004	0	4.213292	-0.32956216	0
24_47	-2.4939601	0.9478193	1	Undetermined_cells	8.346901	1.0609049	3	3.294949	-1.9642037	2
24_49	11.804547	5.0937986	2	Mouse	12.041482	9.100663	0	-1.6797826	0.31932938	4
24_53	6.090313	0.42505923	2	Mouse	10.509912	3.2885616	0	-0.6764372	5.7059183	1
24_58	4.0997868	5.039038	1	Mouse	8.64859	1.8838892	0	1.1665347	-0.88998836	2
24_63	8.056125	3.3944354	2	Mouse	13.288502	5.002652	0	21.424553	-0.873777	8
24_64	3.00978	2.0878575	0	Human	9.582999	5.5978513	0	-0.6787362	1.2673719	4
24_83	10.035113	4.110997	2	Mouse	14.519928	8.743623	0	-1.2904167	0.9322387	4
24_84	0.23671518	2.45171	1	Human	12.729954	8.069517	0	3.8340344	6.8410854	7
24_85	-3.2365596	4.3635154	1	Human	11.004512	9.124238	0	4.671936	2.1443493	6
24_86	11.693795	2.513106	2	Mouse	8.863919	5.389787	0	-2.2820969	6.7885427	1
24_87	0.27414936	8.8552	1	Human	7.9233336	4.0864964	0	-2.9180639	1.8929118	4
24_88	2.4410682	9.796576	1	Mouse	7.6654267	6.1666455	0	3.105461	2.8822591	6
24_91	12.98151	2.463818	2	Mouse	9.803043	1.3470532	3	-1.6270794	4.8278813	1
24_104	-2.0122938	0.87815297	1	Human	12.179816	9.475528	0	3.5031238	0.70702267	5
24_109	8.546826	5.6998982	2	Mouse	11.486035	8.474409	0	0.23732817	4.863486	1
25_6	7.5398836	1.3681934	2	Mouse	9.457294	4.3801227	0	6.9372716	5.8282475	3
25_11	-4.116484	3.7507265	1	Human	7.9341564	8.011355	0	4.164894	1.5730166	6
25_16	-0.54149085	2.5918484	1	Human	6.965787	8.978268	0	2.3100822	-1.5927992	2
25_25	11.519665	5.4523277	2	Mouse	6.280534	6.6704597	0	2.0554643	7.8740606	7
25_26	-3.0376034	7.1105413	1	Undetermined_cells	3.3189824	4.3504453	3	2.1066527	-0.9163555	2
25_27	-2.511124	3.0928679	1	Human	8.689544	-0.034146067	3	4.5244293	2.9175367	6
25_28	-3.6936142	2.644779	1	Human	7.1141934	7.2136335	0	3.6525648	-2.506694	2
25_38	-3.20167	7.4474525	1	Undetermined_cells	9.6826515	2.5540242	0	0.323887	0.623031	4
25_40	9.685688	2.7247086	2	Mouse	0.3706413	4.389583	1	-1.698229	6.7070312	1
25_46	-1.2245028	0.28791967	1	Human	10.287911	-0.7515675	3	2.3094456	-0.5331026	2
25_49	12.633893	5.5299397	2	Mouse	13.270365	7.9957604	0	1.5875647	6.0238614	1
25_54	-2.116959	8.331676	1	Human	8.57268	12.746143	0	3.981941	3.1248126	6
25_57	4.322308	5.2337	1	Human	8.768257	4.8583694	0	2.6578763	3.1099362	5
25_65	0.8212752	5.663126	1	Human	9.362305	9.10729	0	5.202352	4.2099767	6
25_66	-2.3776572	3.7136955	1	Undetermined_cells	7.012062	5.266516	0	0.156094	-2.2842443	2
25_78	2.654813	-0.39635533	0	Human	11.388906	8.784024	0	2.187204	-1.77067	2
25_80	0.01523041	5.908016	1	Human	10.086985	6.9368114	0	3.366282	-2.7322366	2
25_85	-1.5709076	1.416772	1	Human	13.563096	7.67083	0	5.967878	-0.6629238	0
25_87	-3.3337233	6.5906143	1	Human	8.2743225	8.150423	0	4.2035375	3.2270768	6
25_98	1.4986945	6.708068	1	Undetermined_cells	7.9694357	13.13282	0	2.4032571	1.5847892	5
25_100	3.5927126	5.614504	1	Human	-0.17014155	4.714475	1	6.147096	5.881417	3
25_102	-2.8711054	8.628967	1	Undetermined_cells	14.068689	7.843797	0	5.0471354	2.962358	6
25_105	-3.203341	5.966313	1	Undetermined_cells	9.8773775	10.761825	0	5.785721	7.5374317	3
25_106	-2.8274572	2.384734	1	Human	8.228448	5.445252	0	4.1611	-0.8740824	0
25_110	0.41546327	5.2165847	1	Human	8.48272	-1.6321279	3	1.6347296	-1.1516503	2
25_111	2.118921	5.423217	1	Human	16.475603	6.754574	0	22.1919	-0.58881855	8
26_1	12.619352	6.611352	2	Mouse	8.281274	10.954388	0	-0.69024646	7.048217	1
26_2	0.19460325	2.9770472	1	Human	15.846746	7.265108	0	3.0540807	5.277973	7
26_3	-1.6729715	0.47813225	1	Undetermined_cells	4.6210623	10.391014	1	-0.23784804	1.013418	4
26_4	-0.1877671	4.3249846	1	Undetermined_cells	8.484885	9.779179	0	0.6791077	-1.3348218	2
26_9	4.1422477	0.2384603	0	Undetermined_cells	4.5168414	10.425619	1	2.8766708	-2.2721593	2
26_14	1.8670547	5.2905483	1	Undetermined_cells	5.1794043	12.007949	1	3.1452343	-1.6983343	2
26_19	-0.8351292	0.13699009	1	Mouse	9.063335	-0.523782	3	21.67948	-1.3905524	8
26_20	3.4766057	3.2551022	0	Human	8.80573	10.519441	0	2.1747658	1.810294	5
26_29	3.1733694	8.172231	1	Human	8.2698555	1.191929	3	2.893605	-3.3440418	2
26_35	6.158704	7.0187182	1	Undetermined_cells						
26_36	6.3530183	3.8613155	0	Undetermined_cells	5.107684	12.771148	1	4.869381	0.37095985	0
26_38	-0.7274742	7.7690306	1	Human	8.301444	3.558069	0	1.4934148	-1.1684313	2
26_43	10.368853	2.2326202	2	Mouse	10.283813	4.247589	0	-1.5768232	6.5041113	1
26_51	4.778731	8.540928	1	Mouse	9.645119	5.8413987	0	1.9461708	4.1825166	2
26_58	10.781851	5.782645	2	Mouse	7.1899405	5.6057606	0	0.11203138	6.084967	1
26_63	5.045095	3.839505	0	Human	11.729697	7.1385427	0	2.4273024	0.8086911	5
26_66	9.97365	0.7705749	2	Mouse	13.672785	6.090804	0	-3.5777302	6.1198897	1
26_80	9.5061	1.2504784	2	Undetermined_cells	11.894596	3.0882106	0	1.125999	7.221518	1
26_81	9.830053	4.0116243	2	Mouse	13.953572	5.1760445	0	1.2574433	6.244396	1
26_87	11.787543	4.3568115	2	Mouse	10.969129	6.628744	0	-1.7536906	5.5120564	1
26_89	-1.0728006	6.0707903	1	Undetermined_cells	3.8405046	9.248391	1	2.844279	5.372912	7
26_92	11.027174	3.2641947	2	Mouse	11.356543	3.2194004	0	-1.8018627	6.546075	1
26_93	11.058599	5.8611183	2	Mouse	9.856419	8.520345	0	-2.4606264	4.1654735	1
26_109	9.634656	5.1102	2	Mouse	10.484249	8.204691	0	-2.5299976	7.052045	1
26_112	-0.64757675	7.1337442	1	Human	10.84903	4.129856	0	2.929627	-0.8488707	2
27_4	0.18446097	5.749349	1	Human	11.476424	9.052918	0	5.031842	1.6632605	0
27_9	1.2136972	3.5514648	1	Human	10.595618	9.585105	0	3.3442163	1.5176412	5
27_10	13.10709	3.7515187	2	Mouse	8.754384	4.0245423	0	-1.1490717	3.0552385	4
27_11	-3.1304066	6.748096	1	Human	8.725122	5.583986	0	1.8978107	-3.3539314	2
27_12	-2.80803	2.2074323	1	Human	7.8473177	7.119619	0	6.1133623	2.747561	6
27_25	-3.8437676	2.8098245	1	Human	8.225415	12.907855	0	2.867508	1.9567392	5
27_27	-1.8835588	1.1600789	1	Mouse	8.381433	-0.6385399	3	0.86621135	-1.4565684	2
27_28	-2.890067	2.1012113	1	Human	11.339098	6.3971615	0	6.0182667	-1.3350923	0
27_33	-0.667268	5.074723	1	Human	9.052222	5.9881244	0	-0.32975277	1.1902002	4
27_42	12.352521	3.1755276	2	Mouse	6.9881177	6.8884535	0	-2.312644	5.6241393	1
27_44	3.2382493	1.3846892	0	Human	7.6438847	4.054923	0	2.32236	2.6121752	5
27_48	-1.5169861	0.5327883	1	Human	11.966753	3.5823402	3	0.9334144	2.662767	4
27_56	10.63267	4.5239954	2	Mouse	-0.10806481	4.2370796	1	-0.39641038	5.3686366	1
27_64	1.2465044	6.6534004	1	Mouse	13.6474905	4.647996	0	0.6998044	-1.1884345	2
27_69	10.079743	4.3540235	2	Mouse	11.038055	2.9413	0	-0.7279128	7.7316647	1
27_70	2.1093385	5.127717	1	Human	12.315333	5.8913746	0	-1.6440315	2.0247922	4
27_76	1.6995808	5.91301	1	Human	12.81355	3.918081	0	-2.227775	1.9412516	4
27_77	1.3995892	3.4830163	1	Human	10.303456	10.952118	0	3.9045918	2.305241	6
27_79	0.49057108	2.1666172	1	Human	12.025504	7.8485403	0	1.9604849	0.41668665	5
